Gene_ID,S191Fg02,S191Fg04,S191Fg06,S191Fg07,S191Fg08,S191Fg10,S191Fg20,S191Fg23,S191Fg25,S191Fg27,S191Fg29,S191Fg42,S201Fg02,S201Fg04,S201Fg06,S201Fg07,S201Fg08,S201Fg10,S201Fg20,S201Fg23,S201Fg25,S201Fg27,S201Fg29,S201Fg42
FAGR_UCONN_03525,1.26734398,2.105847364,2.375043131,3.237640626,2.868918468,-0.225369233,0.033722703,-0.163010593,0.559272641,0.755290433,-0.633885035,-0.009433924,3.017736779,1.716769153,7.475367955,3.175373369,2.117000873,4.186115957,2.373152846,-0.663564227,1.207371675,3.742998615,0.982169016,4.607760177
FAGR_UCONN_03558,0.951255158,0.480193629,0.747767443,0.459075412,-0.483590019,2.2384172,0.639494431,0.993184048,1.417481721,-0.84092533,0.881513282,0.132246671,3.529861778,3.996283631,4.804577185,4.906464852,4.224978305,3.287882748,3.832614064,3.655148886,4.414576504,5.386084415,3.095435161,4.165033885
FAGR_UCONN_03564,6.870668279,7.326665491,7.615005542,7.669262434,7.156026193,7.118655109,6.685607089,6.542461102,7.053297667,7.399867474,7.018429601,7.372761948,7.790468363,8.07559722,7.769370406,8.497223677,7.338846539,7.674347216,7.135293723,7.357737797,8.005345595,8.049606712,7.549528923,7.775590418
FAGR_UCONN_03586,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.537624065,-1.857971539,-1.857971539,-1.857971539,-0.777406599,0.624208376,1.66062335,-0.91031163,-1.857971539,-1.857971539,1.830528663,-1.236177454,-0.963440649,0.301835516,0.01465679,-0.699518405,0.686107554
FAGR_UCONN_03587,5.768343585,5.365752575,5.626215943,5.448845873,5.549824329,5.178141767,5.070636855,4.902365172,5.009594582,5.896862238,5.287928809,5.122012588,6.712214156,6.945214095,6.569006161,7.445368662,6.545548815,7.265737595,7.190653222,7.302501292,7.415440909,7.68722098,7.319179493,6.896532491
FAGR_UCONN_03597,5.876974822,5.411988716,5.762986765,5.513894726,5.679152284,5.680125653,5.197855052,5.316557016,4.954934298,5.186889373,6.043832674,5.526723696,6.775697552,7.292130233,6.778787391,7.329506321,6.516123587,6.929556382,6.669473848,6.483727396,6.175498017,6.782843956,7.127913378,7.231188099
FAGR_UCONN_03628,5.762061836,5.687316393,4.961118057,5.945451908,5.602954616,5.245805838,5.283443845,5.229563084,5.50423293,5.209089084,5.141206694,5.784567056,4.023893517,4.226434581,4.186683013,4.313066238,4.202418384,3.666310408,3.755327133,3.926462675,4.215335346,3.625286807,3.758356921,4.309438037
FAGR_UCONN_03646,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-0.594649439,1.50573977,-0.692441433,-1.857971539,0.97848331,-1.442192634,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.34245824,-1.857971539,-1.857971539,-1.361533175,-1.857971539
FAGR_UCONN_03648,5.366129652,4.428821546,3.689949853,4.695685031,4.662078897,4.55190675,4.895302984,5.566695859,5.240414107,4.651278814,5.463892605,5.542676137,4.141411582,3.56297897,3.857514476,3.541100561,4.332771392,3.793666062,4.41829872,4.173807355,4.079044908,3.649610064,4.012435509,3.994531697
FAGR_UCONN_03683,-0.019897817,-1.000931485,0.747767443,-0.27707551,-0.483590019,-1.857971539,-1.030568862,-1.857971539,0.905155916,1.171728439,-1.119819878,-0.777406599,-1.857971539,-1.857971539,-1.857971539,-1.045752496,-0.491909425,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.393005921,-1.857971539,-1.369768715
FAGR_UCONN_03685,1.526472366,-0.078100505,-0.032789949,0.012060859,-1.857971539,1.14245998,0.426672624,-0.278284522,-1.857971539,-1.857971539,-0.633885035,-1.056198087,1.299672042,0.490609104,1.744307139,1.034465433,0.196988208,3.404219311,-0.470408975,-0.203759078,1.539628138,2.018814573,-0.699518405,1.610274321
FAGR_UCONN_03704,4.134484245,4.428821546,3.689949853,4.244537552,4.611120108,3.766027355,4.317011651,4.338786816,3.661260159,4.106109898,4.019410458,4.35555864,4.943121118,4.864559328,4.918958507,4.950912801,5.162644586,5.017072623,4.942300071,5.37944329,5.03600619,5.103101288,4.99493502,4.798363457
FAGR_UCONN_03706,7.913575065,9.420736452,6.611868592,5.424445186,7.423034178,8.615516656,7.857209373,8.479519336,6.59227859,8.403509822,7.325724687,9.44900126,6.724822481,7.746977379,7.041217583,5.272212591,7.278114836,7.61004212,7.450539055,6.320074694,7.25185805,5.053831716,5.876297061,6.478120564
FAGR_UCONN_03718,6.640060945,6.79814528,6.481996637,6.704530089,6.914717409,4.698639193,6.900798687,6.466169179,6.940597076,5.976671493,2.769362648,6.055321196,2.866639364,2.101214729,1.368332721,2.901125743,3.570671354,2.344802079,2.637180142,3.571351844,2.897670866,2.29035382,1.964070179,1.806306112
FAGR_UCONN_03751,-0.019897817,-0.078100505,1.251480661,1.306528949,-0.483590019,-0.225369233,-1.385750066,-0.278284522,-1.857971539,-1.857971539,-1.857971539,-0.543863563,2.14323123,0.83303524,4.918958507,1.106092778,-0.821100068,2.723152268,-1.857971539,-1.34245824,-0.009408418,0.802861819,-0.247444984,0.219808611
FAGR_UCONN_03756,2.455688232,2.607629121,2.16538109,1.680769177,1.023745888,-0.594649439,2.786411001,2.419917441,2.820202786,2.3439846,-0.271032802,1.013391736,-0.232613713,-0.362679067,-1.307690605,0.280055122,1.293936165,-0.030774603,0.934189011,1.466775098,-0.655894535,0.157196173,0.373626423,-0.085588126
FAGR_UCONN_03760,3.057883844,2.850815272,2.375043131,2.659752332,1.922395211,2.601930821,3.123528119,2.642251692,1.794781771,2.496174023,3.019359996,3.51730176,3.486095242,3.516285107,3.286215215,3.800586045,3.552947943,3.481924003,3.622351544,3.435757081,2.987438579,3.510452946,3.275028973,4.147054269
FAGR_UCONN_03801,-0.019897817,-0.078100505,1.624110579,0.252812577,0.672524338,1.575435367,-0.125284039,-0.692441433,-1.857971539,0.167522835,0.018653339,-0.34291172,2.319829195,1.411250411,2.820756961,2.18608666,0.001772935,2.589111788,1.142792609,0.763560372,1.85791394,1.369501254,0.982169016,1.759738375
FAGR_UCONN_03813,1.26734398,3.274414741,1.251480661,3.05895823,2.953173026,0.312337041,1.136678859,0.527937426,1.794781771,1.494496185,2.14480677,0.132246671,-0.687333665,0.040747412,0.956952215,1.675933434,0.001772935,0.645935393,-1.857971539,-0.963440649,0.872428263,-1.393005921,0.373626423,-0.473487468
FAGR_UCONN_03829,4.769376838,4.47311001,2.16538109,3.606382351,4.356505004,1.26348034,3.626120248,4.875649195,3.949184943,4.584918602,2.647361534,3.664529464,1.488960077,1.602203714,2.289119362,2.250725924,1.667813579,2.05051309,0.934189011,1.892160811,3.400808242,1.30970329,2.485731021,1.037940416
FAGR_UCONN_03850,4.383952081,5.099947407,5.475107869,5.094042963,4.531139317,5.040967715,4.895302984,4.879015873,5.452560039,5.164342714,4.769452662,5.228414741,5.72387732,5.59854261,5.353484136,5.922312278,5.673880561,5.330251539,5.688010054,5.387632805,5.763883456,5.64087407,5.978347166,5.68927587
FAGR_UCONN_03853,4.316966374,3.240652177,2.998948274,3.51689303,2.953173026,4.23421422,3.258485564,3.577234049,3.567212677,3.384469539,3.17464852,3.263770974,4.034060696,4.845798299,3.919895659,4.350415626,4.059106953,4.167422409,3.817484361,3.214228682,4.224594912,4.745090495,4.062210961,4.372695398
FAGR_UCONN_03860,2.325421463,2.248574868,1.91998258,1.760911195,1.023745888,0.703152996,2.151242378,2.178983372,1.951905028,2.080577461,2.232280496,2.060568457,2.820393598,2.964156665,2.712137375,2.730308966,2.703545848,2.644231197,3.128935002,2.837529823,3.584631919,3.115766309,2.890262773,3.391779917
FAGR_UCONN_03886,-0.019897817,1.04709935,0.747767443,-1.123444452,-1.857971539,-1.857971539,-0.125284039,0.720393588,1.417481721,-0.250325226,-1.119819878,-0.777406599,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539
FAGR_UCONN_03899,-1.857971539,-0.466953672,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-0.745784036,-0.861926342,0.559272641,1.342119973,-1.857971539,-1.056198087,-1.857971539,-1.857971539,-1.857971539,-1.395442674,-1.857971539,-1.347267881,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.361533175,-1.857971539
FAGR_UCONN_03918,4.095044982,3.57460541,2.16538109,2.223747063,2.08060662,1.575435367,3.158469376,3.806689048,2.736257607,3.63459191,3.668489401,3.641011389,2.352695426,2.101214729,1.04914824,0.706020264,2.459037451,0.750113608,1.48677016,3.232530674,1.130640768,1.636147103,2.727032232,1.806306112
FAGR_UCONN_03924,4.978889618,4.898171223,4.550333236,4.402790426,4.849620667,4.802155925,4.905623387,5.099955806,5.079395472,4.683348297,4.850019773,4.831269929,4.351121823,4.177257792,4.014413563,4.320613871,4.403703903,4.049869603,4.533887006,4.757733125,4.610952375,4.596613289,4.718960275,4.063252276
FAGR_UCONN_03937,1.526472366,2.314970614,2.375043131,1.195551983,1.305983955,1.010350534,1.559016494,0.779234376,2.340993126,2.422085183,1.604154276,1.339841944,1.428582069,3.451578512,2.12933717,3.271969106,2.533225391,2.090753352,2.149766851,2.712712435,2.725737055,2.409088827,2.26545147,2.649544532
FAGR_UCONN_03951,7.651720474,8.490731297,8.577357789,9.086969353,7.809511535,9.323362968,7.991653294,8.182602358,8.432966974,9.447954796,7.955560139,9.379645183,7.200398163,7.623910809,5.896940618,7.39621042,7.437528544,5.750160783,7.540821855,7.772429185,9.469035566,7.593946567,8.277414328,7.265966641
FAGR_UCONN_03961,-0.41601951,-0.466953672,0.747767443,0.944152954,-0.483590019,-0.225369233,0.639494431,0.659050542,1.183942278,0.167522835,-1.857971539,-1.402089266,-1.857971539,-1.31714749,-1.857971539,-1.857971539,-1.248323652,-1.347267881,-1.857971539,-1.34245824,-1.338360333,-1.857971539,-1.857971539,-1.857971539
FAGR_UCONN_03965,4.350847969,4.202006186,4.264596282,4.487674784,3.313414803,3.614998281,3.908614613,3.756321059,3.517785256,4.082254,4.267345939,4.203307408,4.825122928,4.995156057,5.091492161,5.34433469,4.413558311,4.588668817,4.810959899,4.968954357,5.082581094,5.288777857,5.164042608,5.331563638
FAGR_UCONN_03966,3.13768845,3.601455734,4.097257222,3.584525024,3.248205744,3.975402979,2.851917578,2.778281829,2.552119885,2.982079875,2.582260477,3.580482166,4.624423714,4.441627647,7.456552019,4.624900782,4.108476215,6.0674619,4.408234958,4.409226576,3.613114648,5.382460732,4.012435509,5.363057624
FAGR_UCONN_04000,5.430920753,5.243231687,4.550333236,4.499403471,4.827468517,4.643955318,4.753952958,4.722905134,4.220331377,4.833801596,4.347891674,4.805056586,5.401476412,5.505980683,5.041863403,5.585829274,5.513609551,5.443349774,4.990312947,5.01197038,5.826037157,5.442858686,5.437348218,5.236989704
FAGR_UCONN_04008,2.737646101,1.94743361,3.336163786,2.433915993,2.471927697,3.000485608,2.694168607,2.509530124,2.093584303,2.875072563,3.129791422,3.542906894,3.90705343,3.312748724,3.63757104,2.774946351,3.382803471,3.829779153,4.657985477,3.747131448,3.009034132,4.219907633,3.564736035,4.004551618
FAGR_UCONN_04012,4.316966374,4.762001749,3.523874439,4.002277916,3.96831916,4.061376703,4.558516487,4.645947674,4.954934298,4.862097082,4.877414074,4.789096872,2.67203549,3.34872858,-0.125982822,3.48846362,3.767929571,3.161335615,3.223795942,3.419873155,3.917145888,3.685342915,4.51244705,3.195822527
FAGR_UCONN_04031,-1.857971539,-1.857971539,-1.857971539,-1.123444452,-1.857971539,1.575435367,-1.857971539,-1.537624065,-1.857971539,-1.857971539,-1.442192634,-1.402089266,1.230623348,2.791906684,-0.599083337,2.312592827,1.012026359,2.773465493,-0.803070878,0.424623615,-0.009408418,2.160963315,1.280155548,3.067877906
FAGR_UCONN_04049,4.334006633,3.097098287,3.433069867,3.770253621,3.375803469,2.892037553,3.367030617,3.68886581,3.567212677,3.63459191,3.514153988,3.676146279,1.85287161,1.770811518,2.086464859,1.933891796,2.017125872,1.389181052,2.049734134,1.937492007,1.904749011,1.980975798,2.485731021,1.895161175
FAGR_UCONN_04056,0.951255158,0.480193629,0.747767443,0.012060859,-1.857971539,-0.594649439,0.176931302,0.223438383,0.559272641,-0.84092533,-1.442192634,-0.777406599,-0.982919135,-1.857971539,-1.307690605,-1.395442674,-0.224053553,-1.347267881,-1.236177454,-1.34245824,-0.957143192,-1.393005921,-1.361533175,-1.857971539
FAGR_UCONN_04108,1.402718258,2.028813704,2.16538109,1.306528949,1.541938444,0.520938414,1.660007773,1.456830086,-0.566859729,1.171728439,1.689058555,1.280195553,-0.232613713,0.355663774,-0.599083337,-0.764502457,1.11224301,0.750113608,0.934189011,0.144377628,0.963731343,0.966704952,0.096256723,0.219808611
FAGR_UCONN_04114,-0.41601951,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-0.225369233,-1.385750066,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-0.442132083,0.040747412,-1.857971539,0.79540295,-0.491909425,-0.97084415,-0.803070878,-0.663564227,2.036768978,0.405917587,-0.455846325,0.471715927
FAGR_UCONN_04116,0.762766567,-0.466953672,-1.857971539,-0.639063963,-0.483590019,-1.092233709,-1.857971539,-1.537624065,-0.566859729,-0.84092533,-1.119819878,0.774924577,1.15810307,1.191110608,1.04914824,1.239487856,0.904325012,1.512804912,1.325008889,1.641308471,0.963731343,0.966704952,1.280155548,2.20425045
FAGR_UCONN_04152,6.418333431,6.388159597,6.47062721,6.31419543,6.483174486,5.601950432,6.707892383,6.519994128,6.574259008,6.651561149,7.010203199,6.168625646,5.564667475,5.244696811,4.996268445,5.054125083,5.428693318,4.335931025,5.106902314,5.069098183,5.259670502,5.284900993,5.103520875,4.690776106
FAGR_UCONN_04153,-0.41601951,-1.857971539,-1.857971539,-1.123444452,-0.483590019,-1.857971539,-1.030568862,-0.278284522,-1.857971539,-0.250325226,-1.119819878,-0.777406599,-1.355093751,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.347267881,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539
FAGR_UCONN_04156,4.718377093,5.260181578,4.894612155,5.309227541,5.164373667,4.466245797,4.58444368,3.948030364,4.474631058,4.008224022,3.977829879,4.289026052,5.248337534,5.974581929,6.288406007,5.554165361,4.760987226,6.087487333,5.010410621,4.539891561,5.468937338,5.002819861,4.969073525,5.698563972
FAGR_UCONN_04176,3.681105954,3.490919266,3.90793013,3.69064344,3.375803469,4.587116768,3.968910534,4.247964835,3.79174838,2.982079875,4.083542989,3.870683413,4.865537542,5.109673036,4.869238365,4.661023351,4.776343232,4.76687996,4.533887006,4.8846701,4.339854543,5.281013683,4.321269159,4.587904737
FAGR_UCONN_04186,7.743856376,8.134107282,8.221505682,8.145758997,7.962184666,7.856079384,8.00850893,7.210938289,7.625642473,8.08578008,7.691882303,8.486120871,8.52386167,8.763232385,8.378093238,8.637538324,8.325271571,8.535304094,8.412117642,8.239800237,8.552132029,8.83020306,8.264714628,8.709178463
FAGR_UCONN_04194,3.098337889,1.671491787,2.16538109,1.195551983,1.023745888,5.317443885,2.8731084,1.658360406,2.647124546,1.342119973,4.554347909,2.917348565,0.512296971,1.541318267,-0.91031163,2.536516508,0.196988208,1.570858712,-0.200262809,-0.963440649,0.774954195,-0.143525211,-0.455846325,2.304983697
FAGR_UCONN_04226,7.585670962,7.121678398,6.849859101,6.552388044,7.370379062,4.077973306,7.51614274,7.783374052,6.802948664,6.920677568,6.866083974,5.977651124,6.13860242,5.594802136,5.344414928,5.224731166,5.986016916,5.137218858,5.075450072,7.384582708,4.693294313,5.356836849,5.898389364,4.57451432
FAGR_UCONN_04243,4.509258079,5.260181578,4.894612155,5.987699968,5.283072231,5.567104971,4.76533153,4.539343158,4.734678917,5.106384553,4.977855847,5.487702397,5.278584014,5.860830473,6.391066743,6.267054115,5.322862254,6.415193791,5.393741005,4.941403113,5.948445293,6.36672003,5.290547804,6.16626228
FAGR_UCONN_04262,2.575160631,1.861187123,2.16538109,2.166046248,1.541938444,2.555279991,1.707970376,2.222037941,1.794781771,2.080577461,1.689058555,2.613373149,4.765350179,3.815255745,4.08144799,4.194840581,3.166756134,4.02931136,4.724382933,4.625482258,4.158494085,4.552146763,4.791583913,4.147054269
FAGR_UCONN_04266,3.541376411,4.034781677,4.31632401,3.8819928,3.884970439,3.637566211,3.73429883,2.862328115,3.872613164,3.956672342,2.863697627,3.604999433,4.2587701,5.291663879,5.230889928,5.765241951,4.850763212,5.515337642,4.486845394,4.770315125,5.02014099,5.854735437,4.681229874,5.664211222
FAGR_UCONN_04299,3.99145517,4.571450547,3.838865863,2.81798679,5.437307089,3.864978301,4.355163787,4.585409862,3.832747269,3.982678431,3.986242421,3.676146279,3.058152256,2.625892758,4.520429724,0.706020264,4.132541434,2.168015554,1.042257858,2.76394236,-0.009408418,1.730383231,2.122616435,0.219808611
FAGR_UCONN_04304,-1.857971539,-1.857971539,-0.032789949,-1.857971539,-0.483590019,-1.092233709,-1.030568862,-0.861926342,-1.857971539,-1.857971539,-1.857971539,-1.056198087,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539
FAGR_UCONN_04307,-1.857971539,-1.857971539,-1.857971539,-0.639063963,1.541938444,-0.225369233,0.176931302,0.457623657,-1.857971539,-1.857971539,-0.856489108,-0.34291172,2.352695426,1.268283617,2.211439172,1.933891796,0.661313886,1.626666524,1.885340291,0.546666377,1.85791394,1.426918995,1.636208977,1.895161175
FAGR_UCONN_04324,-0.963878562,-0.078100505,-0.032789949,0.252812577,-1.857971539,0.312337041,0.537004325,-0.54079051,1.183942278,0.97848331,0.466327714,0.132246671,1.546912393,0.490609104,0.514796008,0.879569496,-0.224053553,1.512804912,1.561321444,1.337462749,2.233055265,0.887108042,0.494579508,1.661835454
FAGR_UCONN_04336,-0.41601951,-1.000931485,-0.032789949,-0.639063963,-1.857971539,-0.594649439,0.639494431,-1.537624065,-0.566859729,0.491134643,-1.857971539,-0.777406599,-1.857971539,-1.31714749,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539
FAGR_UCONN_04341,3.450544068,3.601455734,4.366261062,2.780025294,3.375803469,3.068504814,3.242290323,3.200434238,2.736257607,3.63459191,3.417933734,3.367723433,4.624423714,4.498788131,5.013535859,4.941153146,4.535892617,4.735495914,4.928283416,4.732235072,4.339854543,4.590344225,4.860726302,4.925101795
FAGR_UCONN_04354,-0.41601951,-0.078100505,-1.857971539,-1.123444452,-1.857971539,-1.857971539,-1.857971539,-1.054005784,-0.566859729,-0.250325226,-1.857971539,-1.402089266,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.248323652,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539
FAGR_UCONN_04369,0.290560591,0.480193629,0.747767443,0.459075412,-1.857971539,-0.225369233,0.909399077,-0.278284522,0.103404145,0.97848331,0.881513282,1.280195553,-0.687333665,-1.857971539,-1.307690605,-1.395442674,-1.857971539,0.132335144,-0.803070878,-0.203759078,-0.655894535,-0.321211248,-0.247444984,-0.473487468
FAGR_UCONN_04376,7.219113924,6.42620429,6.400462246,6.532547379,6.387998534,7.323921528,6.346199166,6.818875905,6.506192107,6.414215631,6.99360832,6.606766339,5.815140975,6.061164234,4.918958507,5.003441738,6.336131,4.779244879,6.113557268,6.298519921,5.480578096,5.607116636,6.126082848,5.602877081
FAGR_UCONN_04413,1.26734398,1.769455016,1.91998258,0.639503845,1.541938444,-1.092233709,2.251743745,1.344419717,1.951905028,0.491134643,-0.633885035,0.774924577,-0.442132083,-1.31714749,-1.857971539,-1.045752496,0.001772935,-0.97084415,-0.470408975,-0.203759078,-1.338360333,-1.393005921,-1.361533175,-0.715173011
FAGR_UCONN_04434,0.545897565,0.227885798,-0.032789949,-1.857971539,-0.483590019,0.86491293,-1.030568862,1.778599415,1.183942278,0.755290433,1.604154276,-1.056198087,-0.982919135,-0.924696164,-0.91031163,-1.857971539,-0.224053553,-0.672590336,-1.857971539,0.291294732,-1.857971539,-0.523896544,0.096256723,-1.857971539
FAGR_UCONN_04439,1.746068284,1.566388816,1.91998258,0.79985497,1.023745888,2.115182863,1.270466762,1.967555242,-0.566859729,1.171728439,1.20353021,1.744751458,0.512296971,1.341537238,0.229693525,0.150529941,1.293936165,-0.030774603,0.396475269,0.424623615,-0.194470107,0.6179988,0.982169016,1.037940416
FAGR_UCONN_04461,10.97424578,11.99868077,11.78731429,12.1291286,11.78701356,11.67493838,11.90252862,11.93541273,12.19215171,11.60846069,11.27164217,12.19092329,10.75347092,11.27623671,11.04521973,11.41843542,11.46440314,11.11411981,10.78920068,10.8507609,10.99107659,11.04564505,11.02337671,11.25451597
FAGR_UCONN_04471,-0.019897817,-1.000931485,1.251480661,-1.123444452,0.207302582,-1.857971539,-1.030568862,-1.275644369,-1.857971539,-1.857971539,-1.442192634,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.395442674,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539
FAGR_UCONN_04476,1.844483836,3.679132598,-0.032789949,0.012060859,2.08060662,-1.092233709,0.426672624,0.457623657,0.103404145,-1.857971539,-0.441081239,0.261249231,0.112610285,0.727672641,-1.857971539,-1.857971539,0.522506902,-1.857971539,-1.857971539,-0.415420447,-1.338360333,-1.857971539,-0.699518405,-1.369768715
FAGR_UCONN_04480,-0.963878562,1.04709935,-1.857971539,0.012060859,1.023745888,-1.857971539,1.205123103,-0.278284522,1.183942278,1.342119973,-1.119819878,0.132246671,-1.857971539,-0.924696164,-1.307690605,-1.395442674,-0.491909425,-1.347267881,-0.803070878,-1.34245824,-1.857971539,-1.857971539,-0.455846325,-0.473487468
FAGR_UCONN_04499,3.832669759,4.487575768,4.366261062,2.700967505,4.227109582,2.049379339,4.532114808,3.848504775,3.517785256,3.698755365,1.019057185,2.877652101,1.80617515,0.727672641,0.858459697,1.722258081,2.298131838,1.104747537,1.699775685,2.105788344,1.415749809,1.182115127,1.211228419,0.782430445
FAGR_UCONN_04532,2.929234941,4.111505638,3.433069867,4.082442597,3.435605631,4.598665034,3.242290323,3.304253587,1.951905028,4.28396071,3.969367995,3.699102998,5.016744554,5.319127286,4.567955329,4.422333088,4.886581435,5.053160651,5.44386468,4.801298271,4.909665338,4.843259895,5.045307462,4.251717017
FAGR_UCONN_04537,7.089651373,6.32914263,6.10933874,6.986645457,6.380410493,6.909711787,6.493728032,7.223573045,6.843634922,6.610453226,6.785229318,7.01278785,5.867250616,6.080016264,5.729399298,6.515810204,6.208927416,6.062411806,6.449135979,6.515837791,6.170715385,6.417179792,6.506518762,6.358214485
FAGR_UCONN_04538,1.526472366,2.378444663,0.747767443,1.505750097,1.541938444,-1.092233709,2.005326371,1.807156114,2.093584303,2.818437452,-0.633885035,0.132246671,0.512296971,0.040747412,-0.91031163,-0.529238257,0.36890909,-0.425557404,0.027188062,-0.415420447,0.301835516,0.157196173,0.806385025,-0.266540001
FAGR_UCONN_04541,3.016262636,5.326057266,6.951503448,7.524668438,5.392742875,6.287687813,3.856368519,1.17946448,2.552119885,4.760535335,2.287782181,4.4260543,6.326115114,5.465588905,9.925100947,7.800122291,4.783960374,8.054763274,5.341813003,4.625482258,6.768153964,7.670974489,6.061466768,6.877575815
FAGR_UCONN_04570,14.3491842,13.79022312,13.99481262,15.08395325,14.66495211,14.56124061,14.69025793,15.05593737,15.21586635,14.1979206,14.2667411,14.06224432,12.91860439,13.36717018,13.20991632,13.26257598,13.80983166,12.77441874,12.88691884,12.7996519,12.96940388,12.79976076,13.17357736,13.13904707
FAGR_UCONN_04592,1.844483836,3.134347958,1.251480661,1.40957559,1.922395211,1.26348034,2.489849692,1.916045201,1.618430905,2.759487879,0.144251536,-1.402089266,0.91571321,-0.146910068,1.368332721,0.508702042,-0.224053553,0.750113608,0.396475269,0.763560372,1.809507272,0.01465679,-0.992881698,-1.857971539
FAGR_UCONN_04614,-1.857971539,-0.466953672,-1.857971539,-0.639063963,-1.857971539,-0.594649439,-1.857971539,-1.275644369,-1.857971539,-0.84092533,-1.857971539,-1.857971539,-0.442132083,0.614004687,1.135804678,0.610731943,-0.224053553,1.389181052,-0.470408975,0.424623615,0.670414112,1.113824023,1.06263137,0.075176184
FAGR_UCONN_04618,6.410322107,6.259201537,6.64258867,6.980381995,5.896893286,6.700558292,5.263521334,5.440219861,5.062259295,5.91047416,5.697004638,6.359035401,6.793761622,7.054100527,7.176403542,7.153682822,6.606958551,6.599058645,6.32891772,6.538081212,7.092832003,6.658016338,6.442178767,6.881658981
FAGR_UCONN_04630,4.432226142,4.676198453,4.461230861,5.24100435,4.91410659,3.592071707,5.009751125,5.044067114,5.145974517,4.533065248,4.658028971,4.563751135,3.173019466,3.652063658,3.857514476,3.628832599,3.639464762,3.371926418,4.259433063,3.88077803,3.654811353,3.66161962,4.129131791,3.451599692
FAGR_UCONN_04664,-0.963878562,-0.466953672,1.251480661,-1.857971539,-1.857971539,-1.857971539,-1.030568862,-1.054005784,-1.857971539,-1.857971539,-1.857971539,-1.402089266,-1.355093751,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539
FAGR_UCONN_04673,3.319790247,3.170660018,3.232276784,1.595912044,3.032777377,1.375129917,3.290340636,3.447190731,3.706080476,2.982079875,-0.856489108,2.377588968,0.91571321,1.191110608,0.062788586,1.239487856,2.117000873,2.616934712,1.826098354,1.845358919,0.435434189,1.684034462,0.982169016,1.320572416
FAGR_UCONN_04676,5.272006489,3.752840033,2.720462722,3.345543126,3.927246628,3.766027355,3.92899454,3.333996429,3.046190489,3.84769018,3.854593482,3.604999433,3.410064611,3.19909008,3.126092511,2.998450325,3.535004089,3.496975047,3.268985511,3.45146803,2.645278156,2.847938609,2.727032232,2.337056838
FAGR_UCONN_04679,6.922284122,6.275965915,5.085583808,5.405869963,6.365113621,6.477910443,6.423644998,7.565094663,5.71627162,6.203699463,7.210177987,6.077391614,4.39911002,6.095981366,4.446070301,4.736317781,5.999165241,4.129292577,5.125449702,5.658588342,3.984100976,5.265358845,4.791583913,4.49855938
FAGR_UCONN_04690,0.951255158,0.881709775,1.251480661,1.195551983,0.672524338,0.068391273,0.537004325,1.135100425,0.905155916,0.755290433,1.367067012,1.556455654,2.697845661,0.93122397,1.217549656,1.418966799,1.529661402,2.20514845,1.942245205,2.065518788,1.950111332,2.25907778,1.582640151,2.337056838
FAGR_UCONN_04706,3.285162437,2.178975421,0.747767443,2.433915993,2.684035361,3.545095717,3.032282988,3.862178285,3.466604168,3.729797763,3.759641229,3.030277066,2.286196745,2.222525268,2.740068522,2.218768278,1.853016149,2.241349531,1.996990504,1.892160811,2.987438579,2.620736914,2.195800916,2.304983697
FAGR_UCONN_04710,0.290560591,0.694875088,0.747767443,1.075321544,0.672524338,1.751290442,0.909399077,0.043114962,0.905155916,0.491134643,0.366749733,0.938198765,-1.355093751,0.355663774,-0.343226475,-0.764502457,0.001772935,-0.672590336,0.223615372,-0.663564227,-1.857971539,0.286910219,-0.065382985,0.075176184
