sample,ME_skyblue3,ME_darkorange2,ME_lightcyan1,ME_yellowgreen,ME_darkgrey,ME_ivory,ME_skyblue,ME_brown4,ME_darkmagenta,ME_floralwhite,ME_royalblue,ME_tan,ME_saddlebrown,ME_lightcyan,ME_lightsteelblue1,ME_cyan,ME_midnightblue,ME_grey60,ME_lightyellow,ME_blue,ME_red,ME_darkgreen,ME_green,ME_lightgreen,ME_turquoise,ME_orangered4,ME_darkslateblue,ME_sienna3,ME_darkolivegreen,ME_steelblue,ME_plum1,ME_paleturquoise,ME_darkturquoise,ME_mediumpurple3,ME_darkorange,ME_darkred,ME_bisque4,ME_greenyellow,ME_brown,ME_magenta,ME_pink,ME_black,ME_purple,ME_grey
S191Fg25,-0.03755982667900168,-0.026062559820896246,-0.024520231681898975,-0.03425791944631709,-0.03573151956606784,-0.039324923790764556,-0.028515698758057477,-0.01840078307284782,-0.029182055191523493,-0.0325705561794919,-0.021245341088345304,-0.028896419504261302,-0.04000464507887499,-0.026015313308079102,-0.03662751386346573,-0.03206604431878519,-0.03775260173877233,-0.0430913209474426,-0.04768231915102919,-0.039779174945096064,-0.04637099544682951,-0.03311139904666691,3.615382131346632e-4,-0.03769237229853298,-0.03661082283814039,-0.02844761139211395,-0.033755538954151815,-0.028665352235621274,-0.023511526403694215,-0.035090894319383635,0.9849980597279936,-0.021610307108358852,7.211577092605799e-4,-0.00866520155241026,-0.013124840523051745,0.029608884767091986,-0.021244028615207217,-0.01554794830993009,-0.008427704089527966,0.011228770174121256,-0.019036891393017872,-0.04154963358010075,-0.008387726765829141,-0.016170504731357185
S191Fg27,-0.02501674058195468,-0.03315583920397066,-0.021257588440076455,-0.01945048294248952,-0.007284875954773953,-0.01881058036612913,-0.034046933253092916,-0.007527425785866104,-0.02900893556242944,-0.007852792057747266,-0.02722601119144956,-0.03234313293256674,-0.04096664165915053,0.02173972302105847,-0.002347682722242419,-0.032403495106190026,-0.019053788963304747,-0.03600339970363677,-0.03676185707765604,-0.027120149336172218,-0.009580896809041402,0.008217580058074969,0.043637566871298814,-0.012657635983178633,-0.030635628314815175,-0.025966168162013206,-0.03224774927665662,-0.039111683383734754,-0.016050766819898577,-0.03851973920893907,-0.017752540721066086,-0.008797657049370354,0.9788564054403248,0.011244598502359903,0.014367679942588382,0.006812437480062988,-0.011176700493731756,-0.017902171795310232,0.01576744898315448,0.08124110863912794,0.017604637727818437,-0.0290551242067785,0.010264765385573733,-0.009976939159810539
S191Fg29,-0.018179383085508066,-0.026109495168168625,-0.018657610434122843,-0.028303399763411285,6.810519099296243e-4,-0.028596153992937617,-0.02386189033933108,-0.02838269717472474,-0.022413655845344722,-0.015779178771618135,-0.02929102471942142,0.052851388203955095,-0.03523004034073635,-0.03750188418157909,-0.022449258754471756,-0.022454230171125397,-0.030791913497937744,-0.04177281533298152,-0.028281149461668043,-0.04014668683243156,-0.033252579367714356,-0.019238960491314076,-0.04291089318071921,-0.03479151808468202,-0.02698568588476949,-0.030091567673541906,-0.03224774927665662,-0.023275550496119332,-0.022600225271495335,-0.030233304811024375,-0.024345881677756406,-0.005990020282685012,-0.0345073278495211,0.006025759569888964,-0.026814732189269795,-0.026888591005069476,0.059487874230967006,0.9701250767841249,-0.006484813653347507,0.36362314239749527,0.018550974660438882,-0.010861658755874942,-0.019102728619602587,-0.016829860234241812
S191Fg36,-0.006268057210828314,-0.02685967686073457,-0.03849880620375779,-0.02665934249952196,-0.02639645173564226,-0.03819375577633428,-0.03919023095317541,-0.022475129097841752,-0.031391023828267625,-0.012636595765680925,-0.034757660994621735,-0.045716826571145855,-0.04395393237735853,-0.04151683003309067,-0.028419441221454615,-0.042361811162625974,-0.04850827088826537,-0.043866919605799706,-0.04719974729610582,-0.046727736293756546,-0.04719906136211038,-0.04796787036292392,-0.042858858059267424,-0.03392097887059399,-0.044698288509642525,-0.029983790434076493,-0.03073995959916143,-0.02586032802756417,-0.03754343537623256,-0.038418376931273444,-0.02440437003057026,-0.013867154065439709,-0.015884898449761476,-0.02954627878704826,-0.017889465138131562,-0.019724517442421492,-0.030433713999034804,-0.041594644046906284,-0.026969600655177086,-0.009796168658560665,-0.02940479613143386,-0.05200010655069074,-0.0174476662943673,0.9789379264660234
S191Fg39,-0.03697638150891498,-0.03315583920397066,-0.03679939996523111,-0.0386227683601913,-0.0189125746225756,-0.03861973620217929,-0.04286331307524398,-0.028551305204083523,-0.02468554916881817,-0.03914621585093445,-0.039209542089438665,-0.03261853885661446,-0.04008274714212415,-0.03766549776385919,-0.035149963660409594,-0.03769616892384472,-0.04446919751361173,-0.04161429968319523,-0.04747873436294106,-0.04442675879873884,-0.04994363316497813,-0.028029713200204556,-0.015464925575920562,-0.02544093696590228,-0.03784488413917796,-0.028966135931264875,-0.020985524030582608,-0.028542107420548316,-0.023085500074557688,-0.03631700990522804,-0.017124110691874923,-0.01433993829575568,-0.015823664181975127,-0.025762057590394273,-0.02419494667848739,-0.012442402541493302,-0.02726303448708557,-0.020952428569602197,-0.031834002306494816,0.020083245423795543,-0.01704551696958201,-0.04843587070600181,-0.028857456309937152,-0.03646439813346106
S191Fg42,-0.027782825505825365,0.03955801681237229,-0.008394115104042407,-0.01552889620105825,0.007146833899883835,-0.006675100106853696,-8.39264144520117e-4,-0.02994649071388381,-0.016737310880801284,-0.034074873717629045,-0.02583290898341672,-0.02192553440449875,-0.006824688200526296,-0.026849385671370737,-0.038908614461145026,-0.023634172144557115,-0.035859226175217654,-0.025401478595338846,-0.028616101023442864,-0.02107713944041052,-0.012232452253133826,-0.02184110078921384,-0.01750272554979143,-0.008585154457583578,-0.01625571335662219,0.0021434489948766854,-0.02204201741916439,-0.004775059718538544,-0.0014707310320847351,-0.03670982013125032,-0.010555652955356765,-0.01327369153110681,-0.010425583776950824,-0.003761992019032924,9.909670490526007e-4,-0.003557975996393345,0.9729557380638109,0.03684427261944056,0.004804333568257793,0.34104127872183715,0.03759307654253383,-0.0077978831542012015,0.004131456216267294,-0.00896531390794034
S191Fg45,0.004542127539258928,-0.02685967686073457,-0.03315354485132048,-0.029184673536330204,-0.01053800197052703,-0.03859136419365344,-0.026073330217198428,-0.008187074995805451,-0.029929882212599193,-0.021883685757241637,-0.02903793070693514,-0.023987301829258255,0.04087719345165865,-0.010666831018781941,-0.01787991879647096,-0.01636152627876084,-0.02830514003221482,-0.024606274863160086,-0.04009534053240363,-0.02978031240781949,-0.025045968113332692,-0.006054066306636559,-0.009789746846548632,-0.020855964905456388,-0.006627833224467402,-0.03350130997531741,-0.020846378380561865,-0.03644631914889031,0.003779434839987459,-0.016315604729918592,-0.022751859779316763,0.022600909130655933,0.032045723408537535,-0.01478684988654078,0.9835958494185287,0.011029783178606973,-0.005877525292744215,-0.006719888871399838,0.027927987518407645,0.11062614654752434,0.01806192334035783,-0.020799768729560894,0.021941108849523962,-0.01681971422892852
S192Fg02,-0.020693236499894282,-0.024130355308327765,-0.03396687598109308,-0.028478968173608024,-0.03784176880719999,-0.022819337180278617,-0.03891305419046065,-0.0288000931817932,-0.03144135198286186,-0.026852716215119355,-0.03396373810682578,-0.04621116920401945,-0.03888676706243957,-0.04282824043164389,-0.009328648413745604,-0.04215606744600817,-0.035351133982903966,-0.03973183029601126,-0.022443431052941387,-0.051009201914326514,-0.046005881192620356,-0.05620456541349256,-0.05084944723740501,-0.03680263228221637,-0.04867604530904538,-0.03947977814584048,-0.03224774927665662,-0.040944884711003465,-0.01528673442888245,0.05560857819898799,-0.028076486341685986,-0.03770791336495578,-0.045618889961301035,-0.035491076049793936,-0.03902232595182944,-0.04107477418207723,-0.042305143048160826,-0.04822293948230716,-0.05114176849227647,-0.08584593249261006,-0.04872242679951997,-0.051156879938104034,-0.04605480745046956,-0.01639028989898539
S192Fg03,-0.01140676160946127,-0.021536504267342098,-0.005559160144593024,-0.010019006781800528,-0.025553145086685304,-0.004517210568139583,-0.017201209873436242,0.007901660005178354,-0.01980686204711212,-0.033573392307353025,0.007462958692995307,-0.014574263314933309,-0.006061565483273804,-0.01572825458871769,-0.008868968793814743,-0.010751203486958323,0.0070805446476400035,0.08318205328781828,0.9391343510746407,0.0035185780455324433,-0.005341509885735612,-0.01897706995855102,-0.021931057891742285,-0.012066386891991274,-0.01402043502290273,-0.010390986521903085,-0.025292188081884652,-0.01592482559517174,-0.033040930249096906,0.006456309108467263,-0.037489731730728185,-0.01383989374812275,-0.022491108966620665,-0.029742757439069765,-0.031147474240147896,-0.03136859400965136,-0.01817467997263858,-0.015268456499207128,-0.020784403444906844,-0.07349871168076387,-0.03756194998025295,0.0036664088540742062,-0.020393114451875905,-0.008305958405055736
S192Fg04,-0.024674974496323623,-0.03315583920397066,-0.03793233745758223,-0.03346308406180129,-0.04679029408308858,-0.03861973620217929,-0.03693772092410456,-0.03112967856298505,-0.03517295255780292,-0.029358365529255227,-0.03827986455752783,-0.05238947267413057,-0.03474855938538056,-0.045979861150598864,-0.02972273958235429,-0.05031171530915933,-0.05165283195105971,-0.04253649953248972,-0.05350138170179859,-0.049260904109980276,-0.052984911973576763,-0.05711622530960585,-0.055112573456717585,-0.03969454328579239,-0.05153139518488637,-0.00806739473069791,-0.02848195228231529,-0.04256238690245948,-0.03680963662983408,-0.03269416079884466,-0.03970926494658863,-0.03875187980146644,-0.035460273327988213,-0.027614942860531483,-0.040476214963176306,-0.039982816206165846,-0.05034783495631174,-0.054135867631446975,-0.05904376368516947,-0.08795474151803047,-0.049564284034451546,-0.06333686371818498,-0.04426957771525412,-0.018438554397431157
S192Fg05,-0.016595260300093076,0.0017843413342372545,-0.01958273516678982,-0.00914406555200363,-0.017339005675291203,-0.0037985393810286783,-0.008128858854934428,0.008777779322022783,0.007758899610521112,-0.016621097901935968,0.011289987367477944,0.01916608413007405,0.011789458494102017,0.0034356066710757175,0.0035145329047013367,0.019649032098904798,0.013187731475359179,-0.008341648350851414,0.009778929613020583,0.01539209220553939,0.026068529103074778,0.025848793826678314,0.0057546382447615195,0.04996036551113449,0.9675925273584401,-0.004436231639287016,-0.00603944414748948,-0.00314323422129511,-0.010268176130999777,-0.01849241020077577,-0.0025660352592191786,-0.019328351590948985,0.007898720391738915,-0.012496779432604622,-0.010748123724251562,0.015030138024137787,0.004124428916398784,0.003695276576872259,0.006889501840268191,-0.0431451698178683,0.0023059166711813,0.03764334615516289,-0.006896758307966125,-0.00841585098886984
S192Fg06,-0.025929061196844932,-0.01971753349997489,8.792632889198842e-4,0.9865497864795303,0.004061210301724058,-0.012025848034914504,-0.028451861472886013,-0.028551305204083523,-0.023483766374630198,-0.038253531713784344,-0.029186201737318077,-0.029203941205102765,-0.026050234862119256,-0.019128642604281317,-0.031448955765925914,-0.027275412727394224,-0.031879496570660755,-0.03826104832779072,-0.026901798638308543,-0.028595670160980444,-0.037724433187958054,-0.03184688904597546,-0.03562155898038459,-0.03170398748591385,-0.03490493980018247,-0.015332327759742841,-0.02848195228231529,-0.038518132934727195,-0.020096840181747976,-0.015352198450351481,-0.015860075333231645,-0.02559569171847698,-0.02033234881512453,-0.035555700117641614,-0.033040608376315034,-0.03321891527416693,-0.026930020030422733,-0.03602150721502456,-0.03437934843569872,-0.06090263876094741,-0.031334148189544594,-0.034157519604897775,-0.030093876013143794,-0.016170504731357182
S192Fg07,-0.0047122113748896514,-0.031117182204367683,-0.03265253621448123,-0.007770460462815005,-0.03200279598652174,-0.014177263565236388,-0.020196842131262677,0.001632504304682616,0.0031923894352438786,-0.023715906591537047,0.0033334898633768754,-0.015380834162493261,0.025266639503488245,0.004624167765737849,-0.035294283100689786,-0.017370872141957292,0.0013763845199285325,-0.020922852140430527,-0.016562977358163908,0.033493645856546767,-0.009302713640116573,-0.024384043273420173,-0.013459211980476391,-0.014315741661588399,-0.002804899750509252,-0.008364886839317676,0.004287284581776558,0.9799212869658853,-0.030688821744554725,0.0032285232663299386,-0.0272887612954355,-0.026397792167205784,-0.03719503416785247,-0.02672363382118037,-0.018048340902071566,-0.032097880926796704,-0.031054754374451866,-0.038995087236385347,-0.02428589387231312,-0.07799231907173251,-0.022815288135352014,-0.016768761726698438,-0.026730910524122936,-0.00819606582124165
S192Fg08,-0.022159764321923795,-0.011312523657411805,-0.019785559807639703,-0.02458359217019728,-0.03579187688189401,-0.021823010277996983,-0.02706065756021365,0.014992228132694132,0.9870552489830512,-0.025479966298777322,-0.029399128974867374,-0.03641107812401096,-0.00530721176302882,-0.02542684762036276,-0.034162681064133026,-0.01719504940826191,-0.021220590671725756,-0.027044317110121296,-0.02089381452204338,0.04512146787169555,-0.03262584239930527,-0.03338331370919299,-0.016501131990108272,-0.024312551901485763,-0.02476322834451835,-0.02625699386311014,-0.02326824720596666,-0.01500197402662637,-0.0291490790912874,-0.026232446135436373,-0.034863796211346845,-0.02676914470846909,-0.02904057416440251,-0.022127228924721826,-0.023894462553072884,-0.028153638799598615,-0.03769141190098573,-0.0406468762405938,-0.035824384283568204,-0.08156234208151861,-0.03132721254175674,-0.026643297486148913,-0.03194060562800148,-0.00819606582124165
S192Fg10,-0.018551579754593626,-0.016713182234140762,-0.005214723334961071,-0.020585322695478237,0.03908457402015267,0.03274112682921379,0.9549748606491366,-0.03623545418337157,-0.01804600450843605,-0.02378682427149142,-0.02090376852676254,-0.024014797882437496,-0.02787300688711208,-0.033099973072655754,-0.009354685261893042,-0.021475667751779618,-0.02978491447399125,-0.03760742535178346,-0.03514554651544922,-0.025473051563700902,-0.04664959660441734,-0.03706983408739602,-0.03518767108380824,-0.028325893861983933,-0.023120483571475958,-0.039367736260354995,-0.03224774927665662,-0.02608316159020452,-0.028650735377223454,-0.02593610414571216,-0.03591575067352107,-0.02068201830429544,-0.03550848090374976,-0.03562032418548926,-0.0247701726464714,-0.03925385528439352,-0.01762628021054595,-0.027030740246176715,-0.03382298125707462,-0.0673545108244852,-0.03394059975121928,-0.009779014222307222,-0.035890389972896536,-0.00819606582124165
S192Fg18,-0.006686449772729707,-0.0068095073126751065,-0.01798709859075527,0.003936718359140874,8.262102572582454e-4,-0.013948746026802692,-0.010273997444455896,-0.024766417221579674,-0.024508427880213127,-0.0139097496643826,0.04057046235701559,0.014300136330733522,0.004417481165604429,0.027028193089511893,0.04349433809983591,0.9814761772066168,0.05370726178712673,-0.007229063989014585,0.007756779528609549,0.010127691007989777,0.03197367885532592,-9.763632392298581e-4,0.01250728091768096,0.04004214141690542,0.028626038289873715,-0.019784066817482467,-0.028450399241207437,0.013971379253175894,-0.013901352800216631,8.589273730194378e-5,-0.010933887386107422,-0.02616864025677551,-0.0211428205204957,0.0029097130213609867,-0.005217251396327162,-0.028207925922895297,-0.006167963338559166,-3.323867652554018e-4,0.008435055943161247,-0.05406072819523549,-0.016887555177526457,0.032724262771151424,-0.005408026874834821,-0.020131933188979118
S192Fg20,-0.020134808661584524,0.0040039800203293665,-0.01626165587817084,-0.004492747029740396,0.024295294359022664,-0.014680098075810355,0.011031544968203248,-0.03623545418337157,-0.012556756446588976,-6.355847645931597e-4,3.8867025717343086e-4,0.04356476723699408,0.005558076672060992,-0.023511773813955427,-0.001218795716636025,0.010452079579139927,0.03817979332421967,0.015044285903935174,0.011095166202117064,0.01733251241047191,0.018938707583409202,0.007433756482083982,-0.003604027851639128,0.01932563640187296,0.026613618591503033,0.004288776654341918,-0.006313517222511373,-0.004111457174557336,-0.02033754991397548,-1.16404630789386e-4,-0.012402003050321337,-0.004237390129873214,-0.01458370656997348,-0.02756905704105837,-0.009819984243879185,-0.016480793191992565,0.0064047755989306236,0.028810289595226354,0.022598599382479212,-0.019688997906840727,-0.012979295772637971,0.9594177000222884,0.014477737795493125,-0.00841585098886984
S192Fg23,-0.0029531223854568594,-0.01949152965173103,-0.00828750342630182,-0.0172884006684682,-0.03653950474081365,-0.03789882588979702,-0.027556033860786904,-0.03623545418337157,-0.00750700794919528,0.9838860843277529,-0.005787722685550837,1.4290421795298274e-4,-0.02242564252851148,-0.030512411638606764,-0.034818314320789565,-0.014754191727487955,-0.020805560275229933,-0.023074845284365913,-0.032521899606554126,-0.037856662477249954,-0.044551686408770184,-0.039545261696743834,-0.04111442131194251,-0.02624205649559394,-0.02932578040591343,-0.036831589100176684,-0.033755538954151815,-0.034009299311953324,-0.01797950979185857,-0.028128055950556133,-0.026716427402862272,-0.030373467558705833,-0.02811984879939393,-0.028641065723028363,-0.03026412690478895,-0.03240894528505479,-0.03142574105841968,-0.02386187389252708,-0.019913243996291855,-0.0744460921337963,-0.039334530151815456,-0.03063122696435421,-0.03517814177041954,-0.016170504731357182
S192Fg27,-0.029279747595950933,-0.026433730729608175,-0.017255893562170263,-0.003959787499013626,-0.03685616972514362,-0.006687879547303806,-0.04234436344312843,-0.03623545418337157,-0.025981850837328242,-0.04052559597336842,-0.02610396484946744,-0.03700920865104369,-0.02015041490628935,0.03837157920783029,-0.023310187805211487,-0.031845606491748474,-0.0193627376656637,-0.040904502173723746,-0.033408982172981744,-0.033318226409753404,-0.003886145522975229,-0.03909447258814075,-0.02798109605101268,-0.020034939668481584,-0.037266107019391016,-0.04110661903388321,-0.025424921826721823,-0.03528916020446432,-0.01973201626895842,-0.03657770919739643,-0.02298342135151889,-0.037042249361561905,-0.03690513167223595,-0.029492830237677355,-0.02415020065138381,-0.03117580603745983,-0.04145269487122208,-0.04076454724661742,-0.03684039919564507,-0.08396844458808576,-0.03311089122442365,-0.03891238998497734,-0.033712048483637604,-0.15619041334174294
S192Fg28,-0.0016259252570341675,-0.014211651296781258,-0.02543096503435039,-0.006522264427614389,-0.01579545294071101,0.014239758100224825,-0.008037728814675767,0.008921698235652918,-0.010625859809718913,0.009090228853309365,-1.1883678215099433e-4,-0.011203568178191441,-0.01032507982367072,-0.004223220591124178,0.00428330031952691,0.0284768090672698,0.010529406383156425,0.01662823643787218,0.011139838386113717,0.0057464333050408975,0.9682529904686094,0.0094163596001009,-0.004959841821468456,-0.023898268789679274,0.025759367910268744,-0.009059394370922279,0.003418913147539006,-0.008274284004093064,-0.012379396491087588,-0.026522567810769074,-0.02306186838570309,-0.023537131369290726,-0.016458555148621202,-0.01733629112629413,-0.017266906444964203,-0.013549356302913181,-0.026967186263590705,-0.015549737722027153,-0.014963550827123397,-0.06507016856467034,-0.021273918508713848,0.005216232262088508,-0.008477378924714748,-0.016170504731357182
