"","Gene_ID","H173Fg01","H173Fg07","H173Fg08","H173Fg09","H173Fg14","H173Fg25","H173Fg28","H173Fg29","H173Fg30","H173Fg32","H173Fg36","H173Fg37","H173Fg42","H173Fg43","H173Fg45","H173Fg46","H183Fg01","H183Fg07","H183Fg08","H183Fg09","H183Fg14","H183Fg25","H183Fg28","H183Fg29","H183Fg30","H183Fg32","H183Fg36","H183Fg37","H183Fg42","H183Fg43","H183Fg45","H183Fg46","S173Fg02","S173Fg03","S173Fg05","S173Fg07","S173Fg10","S173Fg20","S173Fg23","S173Fg25","S173Fg27","S173Fg28","S173Fg29","S173Fg36","S173Fg39","S173Fg42","S173Fg44","S173Fg45","S183Fg02","S183Fg03","S183Fg05","S183Fg07","S183Fg10","S183Fg20","S183Fg23","S183Fg25","S183Fg27","S183Fg28","S183Fg29","S183Fg36","S183Fg39","S183Fg42","S183Fg44","S183Fg45"
"129","FAGR_UCONN_00333",5.62635262641422,5.69298380322058,5.67048527840752,5.53128445519684,5.63769733183512,5.48282150897053,5.33927948408262,4.88462866958548,5.41035051550106,5.2753981189855,5.612582203116,5.37851840638922,5.09649700918069,5.25041534805281,5.54261371142,5.2065771420511,5.66391083136851,5.77793368231848,5.57858510318106,6.4748852646641,6.05154279340718,5.40377692784499,6.01365976979369,5.2029314956455,5.95145925712995,6.06124000992337,6.02123868457165,5.06454773210637,5.85730623536132,5.46441128603689,6.19552531110082,5.76979695547128,5.19252662819845,5.36261487293729,5.1333820395551,4.67027209804703,4.93661327172425,5.1966635076679,6.02747255541608,5.14779168468646,5.31547611478404,5.5667040586185,5.42666534670389,5.06551555093289,5.09918323013653,4.92312328311519,5.23439581409321,5.79583943880669,5.67477021217443,5.38245238695869,5.44828767002702,5.08029007062754,5.23390144607633,5.31313300753675,5.50264128964147,5.45902727320853,4.86704443679407,5.311947074098,6.10313454643779,6.29398511080941,5.4094069940216,6.11032732718492,5.2133128376845,5.67097168327747
"150","FAGR_UCONN_00390",2.31532278997364,5.01364830858822,4.8839725547193,3.25734547727913,4.17236230574803,4.16596403410107,5.12942023404032,5.57073335908786,6.72494564974229,5.84569001831846,3.93943662541973,5.68373885030429,4.72272896939788,1.96375211106641,8.13808455541648,3.47396328192874,1.76490447141789,4.18458451944955,2.95589033182491,3.82467769405449,4.61577513769566,4.73667692714678,2.91579138719971,5.27456239093062,6.00307214413782,6.51190241778855,3.45981949660557,5.68523058846723,3.24094806591379,2.42902749588106,6.96448796391841,2.40206188990299,5.54332000563098,6.40438087767581,6.14781769279066,5.19919637108165,5.31906978488535,5.3903698625773,4.05348861679663,7.20809941908325,6.59402854888034,5.62967953731194,2.90612904635066,6.35957170848929,6.94249833990274,2.74985915700501,6.78195898380774,7.1344911465045,8.0317060369551,8.80738022094736,6.69187802587141,7.61983914022229,9.34918918679851,7.12259057024702,5.08590612209626,8.43182059912395,8.33108961519337,8.53318762606156,5.64648896431074,7.47895941170103,8.10156139537893,6.01483299165103,8.6750464904381,8.23445919308983
"151","FAGR_UCONN_00392",8.02022105146306,8.62406975770995,8.30345035046201,8.61076003773878,8.41511645620111,8.83800295526743,8.68822600033619,9.42636592735295,8.24156865788408,8.4218576743519,8.3520954871472,8.00190408591447,9.12418718397386,8.29934915540291,8.8513258570746,8.60331178932566,7.52154823491652,8.09404116091176,8.04595416176941,8.05093963715791,8.16883096844173,8.13002556571356,7.9668627387037,8.57420532382001,7.84794431829267,8.51511696170489,7.70174019502289,7.67711195784932,8.34982226793639,8.02961536770509,7.81548283997306,7.50870534303542,8.168072408264,7.7271468036073,8.55003650817268,8.94531222515665,8.27027031461301,8.51038114311499,8.98836466892348,8.33939709791306,8.45360215233049,7.88024093534774,8.3333129135728,8.46881822603722,8.42888393695544,8.31863328774322,8.4274489009061,9.23869036260142,7.85635099004094,6.73340772721362,7.70124845015914,7.81722657678328,8.00412343780282,7.69898561177335,8.04611993275779,7.72017582314475,7.96187714261748,7.81366688699458,8.23181004956878,8.10455053682937,7.69074821900621,7.85734263810266,7.50634217743895,7.29935198271292
"157","FAGR_UCONN_00412",0.377491424260652,2.58392847578458,3.24014030975803,1.57222016563218,1.6528502950049,3.18678647033077,3.38584284074587,5.51075501004873,3.07734062473421,1.55575590468351,1.04559886850926,0.0818754649288465,1.41476820050036,2.61229043636334,2.4996780183606,2.29565301889992,-1.20472829041157,1.49670009721847,2.48089904901556,-0.0362925835814118,0.119369450765628,2.25759278260455,0.343934822035764,1.2671712665596,-2.57893539638858,1.48547026385644,-0.803456279028054,2.44967854534107,1.04448308084177,0.154319924542512,0.0189828003045034,1.18578099031385,0.943390734838401,-0.797283087904497,1.47885840077616,3.51642779332846,2.54029554968937,2.63315248371406,2.17149510171283,0.178138635414675,0.94169162208331,2.1364623767129,2.95938333297576,1.27421375124918,2.01989690119287,2.0366280029788,3.11853663911822,3.4148979401221,1.38838111216489,-1.06107597014398,1.77112099175982,2.71470180136259,0.914531479851516,2.11748054615886,0.71397039966814,-2.57893539638858,1.19020186013795,0.770352640894778,1.5714736659292,-2.57893539638858,-1.21107602664838,1.07521417700491,-2.57893539638858,0.837117729819104
"158","FAGR_UCONN_00414",3.9089229002278,4.99911468750026,3.66322744378556,3.95798544654384,4.10739669331638,5.05746890000792,4.87270261923398,4.39244724011078,5.14596417937839,4.25329806633103,3.62405125050806,4.59843294027979,4.420024405229,4.66615629323355,4.92048447531641,4.24692047392932,3.43209343892642,3.68157461813613,2.84300403854039,2.89481851455166,2.25151986280488,4.17542028917031,3.16706202669674,2.11567483206219,3.14749342140042,2.63752218804325,3.11855638461135,3.82456476847389,3.00588588603722,2.63011571713699,3.69483088366234,3.40660614696479,3.79302755796301,4.11604877482591,5.09703254156496,3.76304527862854,4.07989619590239,4.62622755934725,3.31960239720741,3.944810960184,3.74258983227065,4.00250852805986,2.75368642479009,3.39552469963846,3.85628356616781,2.60183901852435,3.99323147144846,4.82188478228436,3.69647599076607,3.69551257281029,3.66878771170366,4.75006007179754,4.4637968864111,3.69483928613489,4.78129300685539,3.80464856815107,4.55729616580114,3.05284994575756,2.9392233000746,3.64733931977358,4.86815489638258,3.55394685042349,2.94307714164941,4.24853126749207
"162","FAGR_UCONN_00426",7.25022058788694,8.61098687778822,8.33595095157778,7.32267853172421,7.45959040000669,8.90135963384735,8.18011618006246,9.41052376712624,8.13192832978389,7.47153021869421,7.56958837351688,7.73554388276566,8.2564558951109,7.31257943612043,8.27026240664584,7.62619797444948,7.26519518827369,7.7193968501891,7.57479065664768,8.25309151982634,8.22971661098017,8.16003123554027,8.0697701541549,7.96069400406585,7.66091081616989,8.06137207021818,8.05882207149746,7.51663568275013,8.47804771034079,7.50187176582235,8.29931268375269,7.90580997311945,7.52758316742534,6.93486500096702,6.79541841997699,6.75962367692566,6.82093186378411,8.33098341164266,7.89648525251829,8.06079769856437,7.28993615476563,7.01701317311892,7.13579839479145,7.48499309903303,7.96517706208499,8.06314014981973,7.20063086878419,7.99242811284385,8.51020506207272,7.97694314279808,8.73697324910173,8.99599587569603,9.47356082284977,9.36410571826606,9.58200556242475,9.34355956708499,9.06722880614557,8.99189670157191,8.82333200348155,7.88320395624608,8.68228716771597,8.86509735313695,7.70666967118783,7.54426708086015
"163","FAGR_UCONN_00428",-2.57893539638858,-2.57893539638858,-2.57893539638858,-2.57893539638858,-2.57893539638858,-2.57893539638858,-1.65508325545262,-2.57893539638858,-1.62392923640651,-0.574631704038399,-2.57893539638858,-2.57893539638858,-2.57893539638858,-2.57893539638858,-2.57893539638858,-1.65482583250586,-1.90348502757631,-1.97482666331345,-0.412453578705969,-2.57893539638858,-2.57893539638858,-2.57893539638857,-2.57893539638858,1.60021081902849,-2.57893539638858,1.18494059179719,-2.57893539638858,-0.419464982862578,2.63974276092122,-1.70160778550507,-0.880149163225984,-2.57893539638858,-2.57893539638858,-2.57893539638858,-2.57893539638858,-2.57893539638858,-1.88850638887546,-2.57893539638858,-2.57893539638858,-2.57893539638858,-2.57893539638858,-2.57893539638858,-2.57893539638857,-0.695195877268618,-2.57893539638858,-2.57893539638858,-2.57893539638858,-2.57893539638858,-1.72022037450295,-1.77532531077549,-2.57893539638858,-1.05295074601763,-0.122159829009067,-2.57893539638858,-1.27629048605874,-2.57893539638858,1.57853982685829,-2.57893539638858,-2.57893539638858,-2.57893539638858,-2.57893539638858,-2.57893539638858,-2.57893539638858,-2.57893539638858
"176","FAGR_UCONN_00481",5.47855906300966,5.55323627899437,5.36706108717854,5.25528006780313,5.17360656004414,5.3367740877471,5.45984568718609,5.33472439189805,5.58417879896273,5.33966559674311,5.26869102757234,5.180069223269,5.2285592607694,5.38239574575548,5.72769052991338,5.57457731124396,5.1636301071066,5.60684193521577,5.17639350822741,5.22507389677251,5.18839065015147,5.28220984385637,5.39589946273704,4.91985388401281,5.19189634826703,4.71321693179775,5.44326642681396,5.09548764778594,5.40061300611628,5.37471386123913,5.41762792561221,5.197605017738,5.58261055041258,4.89327710290339,4.34009156108047,5.15051338706492,5.2852664544927,5.38044863682639,5.24166621301931,5.76925019086279,5.5701459910837,5.81269659528483,5.12646100745406,5.25604536370663,4.83010641907894,4.84296213403014,5.15038995929921,5.91603666073684,5.04337126514668,4.7874038032061,4.67156563386474,4.766829551927,4.90739702643511,4.88502903413639,4.8360515726322,5.247353671636,4.22711106671587,4.28586623015898,5.12415184877128,3.86697627088999,4.59563341498251,4.60600570061313,5.15358192028053,4.7287232403679
"189","FAGR_UCONN_00520",-2.57893539638858,0.699950085672067,-0.872496232831481,-0.52267668426245,0.441733943793639,-0.202013990683045,-1.09642350689434,2.70994275590311,-0.646963551822051,0.0697400671464418,-0.256969517906925,-2.57893539638858,-0.33630828842569,0.27410046903126,0.487708176378174,-0.227613691210742,0.5523640745485,0.515397217534042,0.858479540520265,1.53529404038754,0.119369450765628,2.59810614631995,-0.733540413234512,2.93869547886803,-2.57893539638858,1.34301678530339,0.275439431614501,3.36782810326154,1.72008054356511,0.403829650620883,0.819781408813599,0.742197726986058,1.18534534334906,-1.72076942053694,-2.57893539638858,-2.57893539638858,0.193108929360771,1.35770731555537,0.388267972062208,1.31098306641679,-1.19389701871263,-2.57893539638858,0.264111053998091,0.094758335010422,1.40144649292977,1.09431003759196,-2.57893539638858,1.36779593432379,1.38838111216489,1.74366455484291,1.46677086440135,2.86763598358798,1.39857119747983,0.401979018224146,2.00482303815145,1.36091316972111,3.20361615969786,1.79234281723382,-1.15895723789256,-2.57893539638858,-0.825626066289251,-2.57893539638858,2.14001831605774,0.427500179368594
"200","FAGR_UCONN_00554",-1.69511995406719,-2.00976526275823,-2.57893539638858,-2.57893539638858,-2.57893539638858,-2.57893539638858,-2.57893539638858,-2.57893539638858,-2.57893539638858,-2.57893539638858,-2.57893539638858,-2.57893539638858,-2.57893539638858,-2.57893539638858,-2.57893539638858,-2.57893539638858,-1.09800555224713,-2.57893539638858,-2.57893539638858,-2.57893539638858,-2.57893539638858,3.30361460710641,-2.57893539638858,-2.57893539638858,-2.57893539638858,-1.21545785262611,-2.57893539638858,2.08056440529744,-1.14671068728092,-1.40551744972991,-1.49273681430219,-2.57893539638858,-2.57893539638858,-2.57893539638858,-2.57893539638858,-2.57893539638858,-2.57893539638858,-2.57893539638858,-2.57893539638858,-2.57893539638858,-2.57893539638858,-2.57893539638858,-2.57893539638857,-2.57893539638858,-2.57893539638858,-2.57893539638858,-2.57893539638858,-2.57893539638858,0.329373980834665,-1.26225279852525,-0.292422826346636,-0.328075665720756,-0.301405339463632,-2.57893539638858,-1.59498676498715,-2.57893539638858,-2.57893539638858,-2.57893539638858,-0.091322958861992,-2.57893539638858,-2.57893539638858,-2.57893539638858,0.741567295176216,-2.57893539638858
"231","FAGR_UCONN_00646",5.31387876019674,5.2313501696477,4.83693939428724,5.13687017511129,5.47340002016358,5.56783322657228,5.22519044317293,5.28924495926059,5.52798549916693,4.89029195402318,5.2002837722355,5.21509815822259,5.96535262718828,5.44986101736089,5.07821519849926,5.79187514498718,4.70135880110481,5.07179437894936,5.07324549782783,4.84345094496238,4.66885624078916,4.39862598768448,5.01292333187095,5.16573664050229,4.30807487990872,4.75601489662911,4.29121466113489,4.90952079041893,5.54815388017833,4.64364536678412,3.31353357455161,5.42018472643937,5.69117843641194,5.38156802339876,5.51030528939531,4.36358467807844,5.11397712404745,5.00334341200211,4.8659369189613,4.84315497499867,4.53801113524705,5.66016554296298,4.77689420400002,5.33057985099786,5.06911769258826,5.16650388755971,4.821494724914,5.10591188782293,4.76142781148622,4.81324286930102,4.34280268779674,4.5384931305847,4.80030677215655,4.5930021790779,4.91643521336927,4.18393974402589,4.63437977257311,4.38023313826813,4.43452481808519,5.69151305763314,4.93519033665086,5.51568785412,4.50695522886357,4.96462491422976
"266","FAGR_UCONN_00755",5.65903271325628,6.16280295357405,6.47273340151717,6.93620398420274,6.14620172072738,6.27484034929884,6.11350618329317,6.78029217515472,5.63370782627922,6.23172488557351,5.8873581396035,5.33140615192181,6.94707773149007,6.05056799876697,6.15183253471364,5.9409248202582,5.60687317181229,5.88060525945901,6.35528918504498,7.00206524092262,6.21215023533263,6.22642332840918,6.66111668400614,7.24334298787816,6.00065580912,6.54481994653925,6.59893725969201,5.56437153701721,6.77635130654535,6.66703342846553,6.07398865931592,5.62475541438175,5.5469364198219,5.51092618681104,6.05611922128377,5.74964466085558,5.64201520695805,5.62133077248443,6.43398587588489,6.12856602690731,5.73631582104226,6.02279181278364,5.23841722520682,5.81313640694188,6.15768687863521,6.20863048869476,5.96223848285754,6.63280985373146,7.25529311825998,6.65966010713967,6.17442053359668,6.59469630326092,6.13476729476456,5.90891490125394,6.527111003867,6.31114125247882,6.76590941922431,6.54451229469287,6.34507352433628,6.13388241972555,6.46714223558693,7.29274267450674,6.18043109722778,6.80778456347733
"273","FAGR_UCONN_00777",1.71351332732701,2.12984966921973,2.59438877662693,0.0869365550076716,2.78986184207784,2.09949670951862,3.6328496603252,2.78335322993224,-0.329686783524414,1.55575590468351,3.55724784943935,1.50611965228697,-1.05975063619461,0.166608671644916,3.72267418230089,3.70990474771671,1.09268333938572,1.64459064786309,1.85525452619474,0.223409461381334,3.75396286547404,1.52228385747029,4.22484782932477,2.68194579180115,-1.0310426984355,4.62361286361768,1.79501562900338,2.72761959573652,3.41765985221143,0.649066568308056,3.84391935273866,3.57399902101094,2.13125761918573,3.25079630043152,-2.57893539638858,3.62731913604462,1.42441510651207,-1.47795502285614,2.43777782560804,1.31098306641679,1.29882916192646,3.32712794958958,1.62295095155556,3.56975256140259,4.21318154537471,0.853717820615781,2.96961927278537,2.57519459347515,4.88621663963285,5.95391570453275,4.29589356397286,6.0031407298847,6.74409168262286,2.89649586825887,5.30479582609986,5.53570407515737,7.22827221577008,5.88954390090005,5.06191707933595,5.05028258979814,4.25436518961555,5.29512962357674,7.42943809445279,5.28091498604971
"280","FAGR_UCONN_00805",4.21395064966185,2.84998684842011,1.6771956105672,3.50483841333366,2.3018363420077,2.73818467887383,3.80546027019332,4.40024687359425,3.01329013916084,4.25329806633103,2.80193248340459,4.57165394002441,3.83016808929846,4.08839757769226,3.15054757921553,1.77783155707478,4.15289677705159,4.25861171017742,4.42688074615777,5.01801820434631,4.79359588020947,3.52915297729405,5.02924169749645,5.37394101922424,3.76380409233458,5.36589528388719,3.11855638461135,4.23348202200978,5.49457857206406,6.31645626580669,4.69597844082005,3.83973048878157,4.56641653084819,3.17133898116215,3.28890849438267,3.76304527862854,2.5275009186116,3.90870874050123,2.37567174673581,2.86817299483509,2.12054573656354,3.42505881698505,3.04399208444074,4.50337527114335,4.18542240113982,3.73179851837336,3.95412421118787,4.3188379683464,3.95893112413922,3.63884092939526,3.39971912171061,3.69619276237989,3.03888895327928,3.13383350129293,4.2470436777797,3.37463515004521,4.19970424211219,3.83106904725403,3.44564821226607,4.14416088569853,2.80329918473605,3.93172324463973,2.38636454511599,4.37672505486383
