Gene_ID,H172Fg01,H172Fg07,H172Fg09,H172Fg14,H172Fg24,H172Fg25,H172Fg28,H172Fg29,H172Fg30,H172Fg32,H172Fg36,H172Fg37,H172Fg42,H172Fg43,H172Fg45,H172Fg46,H182Fg01,H182Fg07,H182Fg09,H182Fg14,H182Fg24,H182Fg25,H182Fg28,H182Fg29,H182Fg30,H182Fg32,H182Fg36,H182Fg37,H182Fg42,H182Fg43,H182Fg45,H182Fg46,S172Fg02,S172Fg03,S172Fg05,S172Fg06,S172Fg07,S172Fg10,S172Fg18,S172Fg20,S172Fg23,S172Fg25,S172Fg28,S172Fg29,S172Fg36,S172Fg39,S172Fg42,S172Fg44,S172Fg45,S182Fg02,S182Fg03,S182Fg05,S182Fg06,S182Fg07,S182Fg10,S182Fg18,S182Fg20,S182Fg23,S182Fg25,S182Fg28,S182Fg29,S182Fg36,S182Fg39,S182Fg42,S182Fg44,S182Fg45
FAGR_UCONN_21346,2.208899721,-0.063933253,-0.56356004,0.271726151,2.150652932,1.36214417,0.947646898,0.559659372,0.027749317,1.256161951,-0.5056972,1.398332545,1.739605919,1.043233031,0.352857174,-1.642195082,3.395817435,2.572136319,1.660743446,-2.323235347,2.247659552,-2.323235347,2.265515625,4.063020468,2.257630758,3.833528716,-2.323235347,2.488114798,4.364857201,3.46741534,3.21102365,-2.323235347,1.470017867,0.650791336,1.127615878,0.274548939,3.143707767,1.352441455,1.424001409,1.929720908,1.041494253,0.205242019,2.709590871,0.741529758,1.783829679,1.90939799,0.942703992,0.043036611,2.483050246,2.714021482,2.113381853,2.189923944,2.761312665,4.144942962,2.394723612,2.482583467,2.565327201,1.733114976,3.071686884,2.185851663,1.192396577,0.581611149,1.443454802,2.115419919,2.220787527,-0.539069807
FAGR_UCONN_21351,5.149005363,5.66024687,5.742807544,5.452667021,5.116404676,5.656050653,5.315441876,4.992769627,5.317178866,5.104313097,5.740796218,5.854378098,4.981671114,5.831902234,5.629376825,4.957012283,4.68105532,5.162119664,4.509483841,5.458990911,4.947705779,4.020143574,5.223986103,4.895683514,5.225839516,4.845943568,5.235808445,5.197191177,4.201492874,4.593585518,4.775081255,3.866425205,4.985848314,5.297445836,5.265797043,5.231213777,5.87053829,4.884676722,5.996359182,5.165397796,5.194843324,5.39329955,4.765111665,5.341137179,5.448361656,4.527592505,5.17934439,4.876988334,4.763126702,4.944933735,5.714412661,5.064695744,4.873871761,4.76283674,4.496803638,4.41449461,4.692312709,4.718804584,4.963790126,5.047342052,4.994733723,4.94120769,4.88866032,4.599442397,4.960418594,4.929807499
FAGR_UCONN_21457,0.198735152,1.833304464,1.146018614,1.205560636,0.250065888,1.006586916,0.983129989,2.007958209,-0.093170398,1.553747989,1.244383819,0.503748813,3.323533345,1.852675002,1.856679176,1.3162993,-0.43172311,-0.874328856,0.165200989,-2.323235347,-1.931601467,-1.312334311,2.798852924,-2.323235347,0.770877656,-2.323235347,-2.323235347,-0.162478654,-2.323235347,1.543557518,-0.90801871,-0.557817976,0.218758547,1.628766602,0.704102002,-2.323235347,-2.323235347,1.929299677,1.246623058,0.035568751,0.904969192,1.338865479,-0.929538797,1.353450376,1.101624307,1.158480066,1.293999307,0.043036611,1.533713206,-1.254335777,-0.687417766,-0.781948055,0.545848003,0.580590519,-2.323235347,-1.267478751,-0.925157416,-1.04729045,0.359278809,-0.112722386,-1.472961422,-2.323235347,-1.522641942,-1.07286201,-0.084014525,0.019789568
FAGR_UCONN_21458,-2.323235347,-2.323235347,-2.323235347,-2.323235347,6.082460149,-1.623262989,-2.323235347,-0.679181174,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-1.698387806,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-1.929120414,-1.007780518,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-1.496008278,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-1.691976154,-1.81579362,-1.460245865,-2.323235347,-2.323235347,-2.078591326,-2.323235347,-2.323235347,-2.323235347,-1.672012678,-2.323235347,-1.472961422,-2.323235347,-2.323235347,-1.566626278,-2.323235347,-2.323235347
FAGR_UCONN_21549,5.686227976,6.229631152,6.190733975,6.195435626,5.532303641,5.666721487,5.921613833,5.862239963,5.959855121,6.194760905,5.58727407,5.884436973,4.945379164,6.257420217,6.260889053,5.458099658,5.267009303,5.566398999,5.438919453,6.068159817,5.290914473,5.433093382,5.151015289,5.169841371,5.532106926,5.719926376,5.838048173,5.22421477,4.612607846,5.887427932,5.313674444,5.530844141,5.759660288,5.490570817,5.568229847,5.458043607,5.439302384,5.868209778,5.640076665,5.529867248,5.354093711,5.396930006,5.872201538,5.840926927,5.165071947,5.818380727,5.593711527,5.746991227,5.684088634,5.261899026,4.955483234,5.557717027,5.305301952,5.099093747,5.584446743,5.033436922,5.557539395,4.859553551,5.337730413,5.737906443,5.502039256,5.360917807,5.425053625,4.888277555,5.381741962,5.4698282
FAGR_UCONN_21562,7.401105677,7.174953146,7.614396667,7.378738676,6.57909493,7.281840295,6.906584502,7.199023827,7.142140426,7.181959291,7.455856435,7.363169741,6.530229515,7.07482369,7.162119881,6.941570164,6.595522493,6.500709779,6.610016653,4.906848737,6.099378148,5.932033029,5.872174643,7.05323074,6.952536576,6.624534199,7.014640303,6.943899181,5.991372787,6.342791121,6.967069653,5.765122235,6.926626232,7.116274325,6.8927877,7.042316298,7.007774694,6.871551355,6.987055881,6.962237953,7.019479864,7.030878515,6.504144467,6.635483146,7.366088247,7.236176558,6.999795608,7.080945886,6.510524172,7.047223725,7.256512116,6.798920538,6.947264296,6.609284041,6.954367551,6.876121963,6.73571962,6.885398623,6.979177314,6.805463539,6.901526896,6.707833326,7.243571407,6.72434778,6.967241029,6.754519529
FAGR_UCONN_21591,6.485681592,5.762119476,4.288150111,4.32063853,4.711936652,4.972473142,4.008643163,4.189793071,3.565373278,2.357429275,2.734965896,4.175118034,2.044164841,2.183392276,3.700473339,3.16991766,2.826933561,2.000863475,1.882982425,-2.323235347,1.092013178,-2.323235347,2.798852924,0.570837674,2.199670472,3.054235943,-2.323235347,1.980257817,-2.323235347,2.926985806,3.19011457,3.062033383,4.106762596,1.628766602,1.018749003,0.628740786,1.782034776,-1.487108281,0.177751275,0.671063162,1.387318615,1.926102319,1.717775414,0.115161375,1.366497272,0.282167055,0.991586298,1.148383139,-2.323235347,1.933340445,2.741026541,1.549270443,2.137508983,2.560872747,1.458253096,1.236021646,1.574176376,1.733114976,2.318365115,2.185851663,0.26599362,1.429468182,2.326901119,1.945209879,2.875480061,2.038079323
FAGR_UCONN_21609,5.504040584,5.468073348,6.127638769,7.048286904,5.02541537,5.390229818,5.811191467,5.386138217,5.716232756,4.826818197,5.368651578,4.918655821,4.706071206,5.351632933,5.893594819,5.575809677,4.359398551,5.416823917,5.026095449,4.784845917,5.081176302,4.439750473,6.134388541,3.832096593,4.26918341,4.663224059,3.334994836,4.973379863,4.325717432,4.773620609,4.980830198,5.286885876,4.831603523,5.580528048,5.377486273,5.081498065,5.6400694,5.384755677,5.089035083,5.278980033,5.252250138,5.574133947,5.251206638,5.590698435,5.597558376,5.444857122,5.998313685,5.977698469,6.241712669,5.10981426,5.669756153,5.038600676,5.64103034,5.3984404,5.442206959,5.370616421,5.270503221,5.050956872,4.882490895,5.078632116,4.807001433,4.903240248,5.259072834,5.312597203,5.001186233,5.944269798
FAGR_UCONN_21614,4.671091111,4.976467784,4.88509696,5.400443379,5.110514041,4.871544793,5.124078994,5.436526574,4.459511844,4.929690735,4.783654481,4.818417414,5.610698193,5.201630576,5.011871195,5.413910456,4.03017848,4.822068669,4.521937558,3.945190867,4.235209994,5.221929765,4.042905713,4.801621848,4.572979022,4.946800198,5.422502189,5.035725079,4.612607846,4.93366107,4.615648383,5.631958343,5.043207004,4.886707047,5.157625299,4.507918388,4.706759218,5.091359019,5.518332041,4.439960903,4.584308684,5.621451357,4.824271433,4.496729358,4.476129165,4.61992052,5.117372275,4.953554094,5.391622971,3.90757676,4.476889717,4.390845447,3.754935078,4.507413864,4.929773645,4.308618886,4.465693729,4.317723463,4.840056104,4.357583332,4.214768014,4.955191771,4.776096643,4.105628772,4.287891574,4.573229583
FAGR_UCONN_21633,3.597041136,3.946785372,3.329686871,4.107234864,5.782492622,4.590691726,3.307559546,3.621030982,3.716938816,4.294635644,4.256905644,3.125376498,4.639482838,2.607165732,3.250207088,3.657233911,4.03017848,3.908930348,3.796050192,6.055023845,4.647611844,5.038201899,3.745311595,4.970397878,4.748312111,5.752135818,3.177887179,4.653744058,-2.323235347,4.24489563,4.611722673,4.311773988,3.433341497,2.993555498,3.080327268,2.926947628,2.739502252,3.241442159,2.87573878,3.276340525,3.682335998,2.688776197,4.163789865,2.9735909,3.180399412,2.400763327,2.332144038,2.253189265,1.533713206,4.793399651,4.69430583,4.185642602,4.234248055,4.985679332,5.006357747,4.566604233,4.259608614,4.14317612,3.806672679,3.371577263,4.481442459,4.68004874,3.743322111,4.881550133,3.38703649,4.056797846
FAGR_UCONN_21651,9.81840758,9.688362757,9.512667834,9.699757103,9.991797991,9.73917629,9.723316876,9.7092091,10.22340674,10.64460728,10.46274647,9.954368366,9.704182944,9.720865124,9.557637327,9.871707772,10.4829103,10.37155077,10.80491317,10.6214166,10.86662779,11.02420994,10.20151566,10.5309824,10.19622039,10.54264593,10.96016723,10.42235781,9.78552712,10.42042535,10.64367684,9.88830422,9.615636277,9.985846464,10.58047585,10.62465758,10.10674374,10.11370343,9.931495823,10.29457794,10.17727519,10.1949378,10.01678749,10.62390669,10.33588008,9.871334277,9.698500654,10.32913069,9.625665026,10.42886976,9.585971964,10.33060297,10.5692968,9.943246423,10.28747699,10.03232801,10.2619066,10.53759431,10.35750382,10.7248566,10.87574648,10.63865672,10.74560311,10.50468295,10.5688574,10.58591844
FAGR_UCONN_21668,5.414252542,4.813451215,5.725577215,5.703997336,5.605331492,5.584697308,5.193885359,5.640673247,5.824522825,5.735457948,6.247469555,5.727458662,5.34420474,5.020481389,5.46937994,5.636502424,5.749908412,5.84868196,5.983152817,3.478519444,5.761033473,5.785868557,6.159408767,6.979400928,6.080614082,6.046453293,4.769262569,6.209575935,4.98337625,4.747343555,6.060754698,6.172453855,5.662336364,5.621257689,5.147964712,4.914427201,5.843664206,5.306835481,5.547352588,5.789979996,5.28700297,5.605850688,5.115690516,5.382454686,6.014327834,5.531930599,5.501791182,5.481841848,4.398473738,6.110222576,5.725938196,5.873060668,5.899722361,6.381630501,5.955402993,6.207960406,5.713929193,5.203326521,6.246985932,5.657298049,6.318494684,6.066730268,6.162819285,6.47569762,5.763799794,5.857814406
FAGR_UCONN_21740,4.850331511,5.333137366,5.05795852,4.671135816,4.419684476,4.521833681,4.718389048,4.348594007,4.470220813,3.666083909,4.194670753,4.641969606,3.990766244,3.915329107,4.6016928,5.140770904,3.81390184,4.084550903,3.66743084,-2.323235347,3.891887929,4.173976164,3.56980002,3.334681993,4.216573927,4.393982451,3.510006405,4.421298392,3.747925121,3.704408252,3.860269144,4.044670258,4.879632747,4.496968478,4.090339544,4.145919234,4.515690299,4.308398592,3.72661621,3.856496637,4.455802766,4.160629235,4.437194475,3.471652146,3.81137409,4.40608156,4.192514471,4.274988122,3.843089285,4.503667008,4.398393659,4.123802821,3.150596657,3.129457544,3.490682202,3.806948443,3.944503719,3.566348211,3.684080062,4.056033673,3.79033331,3.166311376,3.836084124,4.040684881,3.870448645,3.98445076
FAGR_UCONN_21767,3.839213093,5.771033611,5.962184832,5.576894507,4.61540666,5.746010142,5.572909119,6.408161965,5.241059748,5.443584661,5.70357081,5.526088129,5.489909313,6.233831233,5.786697745,6.332824901,3.415477366,3.233240945,5.043476279,2.504152971,3.536578378,3.888014193,3.326417269,3.362690761,4.931583908,4.237826336,-2.323235347,4.811745642,3.915464016,4.387836772,4.262010779,5.89866928,4.815231764,6.003219146,5.732370928,5.584868604,6.556724123,5.610029598,7.112103106,4.632231179,3.189161793,6.256344363,5.540456925,5.884719385,6.408799313,6.416018111,6.038124193,5.629170816,5.295881168,3.577246164,5.946895829,4.819262734,5.325591415,3.904016002,1.622974333,4.796612977,3.799667073,3.890326656,4.024435703,4.903314821,2.777657922,4.190131458,4.52061002,4.010169965,5.04083345,3.892555018
FAGR_UCONN_21794,-0.461134334,-1.816486929,-0.949830622,1.688008667,4.859721243,-0.651644028,-0.279028496,-1.278691238,0.878938902,-2.323235347,0.212097245,1.398332545,-2.323235347,-0.971461471,-1.925836622,-2.323235347,1.609763777,3.278915306,0.600509856,4.935802879,1.616593141,3.628868865,3.959890431,3.65088393,0.822997537,1.281554606,3.666065878,1.701312194,4.823983307,3.103091692,0.735910562,2.886056228,-2.323235347,-0.306142947,-2.323235347,-0.1959186,2.485075256,1.058465277,2.813392612,-0.834394249,0.175158781,-2.323235347,0.734006507,0.462075325,1.590201516,-0.892840837,-2.323235347,0.849136729,2.297752574,2.639794659,2.895985114,-0.322413763,3.381324929,3.787021148,1.801691148,1.867452978,-0.228659919,1.535238062,-0.88414639,1.841271349,1.509342079,1.532549617,0.30733832,1.345990253,2.394065771,0.735527188
FAGR_UCONN_21848,2.422356781,2.664159665,2.079370485,2.2841121,-0.680692663,1.588519264,2.294630612,2.891367075,2.183870039,1.800323146,1.667381313,2.342587742,-2.323235347,1.723131269,1.906301054,2.220379932,1.151619452,0.622333147,0.661817079,-2.323235347,0.01430957,-2.323235347,-2.323235347,-2.323235347,0.968930445,0.816928318,-2.323235347,0.89888661,3.624343576,0.520094031,-0.207537655,-2.323235347,2.65640496,1.555933638,1.915749372,1.353894507,2.739502252,1.669512448,3.507848645,2.005795334,1.666066766,2.780571518,3.086207142,2.918474642,2.99718221,3.143643087,2.607724121,2.749506692,1.151488851,-1.254335777,1.533637941,2.082562827,-0.690035407,3.086092496,1.157549554,2.482583467,2.153245462,0.817323324,1.017038897,1.632225553,-0.31939496,1.718943008,1.520016268,0.942641999,2.688435962,0.735527188
FAGR_UCONN_21866,5.275999597,5.975742786,5.773871742,5.574123726,4.381059326,5.465495825,5.432369116,5.443583368,5.668209981,5.505716784,5.40861025,5.246412714,5.085371085,5.517113629,5.761640271,5.017325794,4.869243168,5.123298401,4.852901158,4.616227515,4.700437097,4.356482999,4.594770979,4.992974269,5.424466432,5.280724861,5.089074895,4.746137513,3.259233836,4.773620609,4.563761555,4.126161645,5.043207004,4.908810693,4.898127472,5.109900269,4.372626347,5.104578263,5.308334541,4.493789687,4.393379302,5.008106136,4.712397832,5.28776857,4.544565414,4.548626514,5.12286809,4.945244709,5.024390664,4.643184569,4.963294857,5.069390005,4.480320745,4.33290206,4.811440419,4.592616562,4.880136665,4.749598538,4.831417284,5.057847658,4.636038008,4.772455134,4.606511149,4.709896417,4.602455658,5.019431993
FAGR_UCONN_21872,5.493961101,5.324080419,5.811103877,5.617830053,6.614905393,5.80354787,5.777483876,5.856963882,5.526617002,6.28526447,6.387934517,5.716360282,6.170298409,5.164681919,5.754884118,6.268857116,6.786447388,6.409051055,6.944327929,7.154886257,7.751627944,7.268312217,6.954351449,6.482176871,5.659400782,6.201750285,4.875422497,6.28851187,5.126897985,6.702130739,6.605815771,6.377731922,5.858841195,6.09604763,6.981581633,6.514408661,6.284343456,6.208411433,5.924440953,6.878718041,6.949614874,5.889706988,6.733083153,6.587704354,6.869974862,5.950686756,6.083927134,6.496731781,6.799455784,6.642447724,5.741920805,6.901859837,7.080083936,7.503509249,6.681886933,6.680799271,7.099408586,7.038197557,6.64143991,6.761149958,6.863274863,6.947039421,6.644319571,7.143163397,6.712872132,7.0451223
FAGR_UCONN_21888,3.658495427,3.660555174,3.940338823,3.226245957,5.185277738,4.394949562,3.648728,3.829336545,3.812609854,4.153904451,3.229855251,1.785766869,4.365087239,2.991694486,3.250207088,4.173222529,4.152375462,4.250950518,4.224635282,4.465529837,4.816657224,4.796359694,4.683689326,3.965934035,3.852866841,4.92929948,3.334994836,3.988844323,5.396133678,4.454324913,3.968602051,4.6237983,3.344864294,2.786308773,3.671972334,1.964364546,1.782034776,3.917057255,2.813392612,3.503251437,3.618276993,2.780571518,3.650499907,3.127330578,3.671477727,3.115726182,2.742350639,3.458882631,1.835589102,3.452705357,3.755743762,3.755630565,3.629985143,4.749000636,4.621073297,4.106813046,4.019099133,4.083995818,3.193540707,3.646761632,4.067252822,4.494605673,3.873041166,4.470889685,3.066868929,3.473439054
FAGR_UCONN_21926,6.214109646,6.550143569,6.493539888,6.26064876,6.155796479,5.993530835,6.646568514,6.609823593,6.577723284,6.403439506,6.118272819,6.424099821,6.499270422,6.622400502,6.769074847,6.044831436,6.174464136,6.070823347,6.039099022,3.887076759,6.019860031,5.709628671,5.686700999,5.393354031,6.154936882,6.194443166,4.282555442,6.064599541,5.686113082,5.534809141,5.801171548,6.265313435,6.205128614,6.073394444,6.077590581,6.503745427,5.997876215,6.581302834,6.281850308,6.315054108,6.353847404,6.118018608,6.462189658,6.294934535,5.934963684,5.831312832,6.197667541,5.925148991,6.850895273,5.988398134,5.586222536,6.201775328,6.22271428,5.683070204,5.993528912,6.134607768,6.111772175,5.854580098,5.814705211,5.850955904,6.063843064,5.92471199,5.878343575,5.876652062,5.969543085,6.00404397
FAGR_UCONN_21959,5.777695503,6.999284168,6.666781382,6.941616012,4.954842466,5.632656137,6.275608386,6.256135219,7.052344263,7.173781195,6.764446986,6.579174686,7.053641226,6.848910903,7.286205673,5.65041951,5.138343477,5.736232748,5.026095449,-2.323235347,6.01430696,5.391867785,5.412696833,5.125573651,6.259109499,5.86136889,6.722722937,5.276789217,6.232645713,4.849696656,5.092087084,5.157187569,6.554906116,6.271203148,6.324843965,7.145385998,6.362151293,6.66175767,6.646154222,6.481665789,6.709424985,6.880806588,6.405204723,7.410099315,6.333430682,6.345654507,7.013174524,6.951408142,7.180724424,5.528488292,5.283373603,6.21454579,5.418251458,5.371602303,6.065294784,6.00016716,6.466577392,5.410217143,6.137945895,6.272281984,5.966343633,6.432634486,5.942339864,5.603739491,6.501801874,5.658342032
FAGR_UCONN_21962,3.881064429,3.823667176,4.248488255,4.92273118,4.727415227,4.663533306,4.351798405,4.903466045,4.759302535,4.39810313,4.659554811,4.207184849,4.639482838,4.233430846,4.442624286,4.713617493,4.455116979,5.055555879,4.960511955,3.887076759,4.767990331,5.466570408,5.315871704,4.562956284,5.017967031,5.054041717,2.68859889,4.53789593,5.746636203,5.346338492,4.775081255,4.276512924,4.658871492,4.41697181,4.835309142,4.22595073,3.717756339,3.975787008,4.110502128,4.843922942,4.894846795,4.46729376,5.194679496,4.06070997,4.696670006,4.451460276,4.002865346,4.140738163,4.612302699,4.854842572,5.035468902,4.73017278,4.610047977,5.389549726,4.782697135,4.429004833,5.024737843,5.134995401,4.816903293,4.73022139,4.983803918,5.000850015,5.077828856,5.349629359,4.492373378,4.573229583
FAGR_UCONN_21969,5.092232933,5.578825238,5.497581822,5.455680914,4.52086209,4.859192948,5.422709908,5.198654651,5.552042377,5.256625578,5.401739939,5.636184926,6.185936757,5.351632933,5.645903705,5.033346555,4.86388685,5.400681694,5.460646028,3.220648309,4.422949715,5.14130457,4.846602064,4.627868284,4.92563689,4.593826723,5.482527518,4.894825182,3.340022352,5.129493254,5.152783084,3.663011926,5.434781489,5.543332639,5.80793115,5.701439936,5.073498162,5.591370188,5.710190696,5.371745117,5.449219503,5.884544238,5.435954757,5.826028975,5.297885195,5.672704803,5.371654326,5.60123674,5.414597579,5.194356995,5.25819352,5.374506174,5.514184184,4.991566876,4.955756018,5.22854061,5.214462623,5.152383982,5.333657909,5.622334933,4.970946936,5.209693922,5.652522575,4.979308888,5.775598036,4.997542421
FAGR_UCONN_21978,5.84268089,6.453783265,6.436439564,6.535928976,6.753654138,6.858721415,6.445020477,6.330348018,6.286548114,6.417360896,6.014011652,6.007907057,6.924428457,6.173114083,6.219775348,6.752892929,6.613188141,6.746937939,6.166189186,6.760891247,6.829663577,6.775260649,6.261154322,7.01292696,6.823357516,6.826165217,7.104702989,6.493446025,5.978812498,7.236261664,6.678927992,6.947594698,5.818341127,5.495447881,5.690836962,5.543820023,5.922829727,6.32594213,5.274022166,5.705529047,5.921301981,5.422090569,5.823323545,5.490330634,5.390040643,5.478128552,5.32949578,5.701669028,5.139186363,6.610415765,5.972279807,6.571297127,5.719793779,6.660072364,6.335153433,6.301614791,6.699886823,6.077272531,6.815796342,6.053513854,6.135550514,5.95518418,6.265068958,6.516435745,5.802757746,5.81673582
FAGR_UCONN_21983,4.83975829,5.098340766,5.342336597,4.72708454,6.823736237,5.292563624,4.875341921,5.48521427,5.314209978,6.214385075,4.682411642,4.440894493,6.659070097,4.844761643,4.734686894,5.364108405,5.964462427,6.801049812,5.572629705,6.240511245,5.957567992,6.268283851,5.660651089,6.559841639,6.282564975,6.57362407,5.350697062,6.006632619,7.132085532,7.000744056,7.052814326,6.812564406,3.873666783,3.732588243,4.116993155,4.326189254,4.213797941,4.213973535,4.002876093,4.135811567,3.982907041,3.080603051,4.807614729,4.182675715,4.265194635,4.195510918,4.100803952,4.35243947,3.365675164,5.391951826,5.292703973,5.320398567,5.279532157,6.890222106,5.546194969,5.751565595,5.442989089,6.399560556,5.585602584,5.057847658,5.491788998,5.991825834,4.728491205,6.441800821,4.737272012,5.532061557
FAGR_UCONN_22006,7.525070272,7.134943726,7.511339915,7.654002788,6.897429525,7.507847215,7.158685812,7.553956077,7.471509893,7.03620395,7.657852872,7.666843208,6.740751071,7.702685945,7.319783098,7.391325999,6.963822254,6.867690663,7.022369572,6.252068718,5.994701139,6.198271309,7.157390782,7.144793745,7.110946149,6.809043147,7.152996959,7.427029508,6.411521269,6.00299331,7.123444948,6.902047114,7.374977174,7.531583902,7.108206204,7.390823443,7.478654506,7.232284381,7.617605631,7.429156127,7.272811345,7.784391276,7.027301614,7.597214969,7.543782388,7.545675835,7.461123394,7.327838183,7.246224452,7.418588235,7.799717436,6.973105396,7.465551163,6.151198373,6.791748903,7.350213195,7.064610584,7.256261341,7.092572095,7.240754565,7.362412019,6.894788105,7.800823369,7.079924464,7.291450143,7.270249001
FAGR_UCONN_22056,5.187040253,3.42107462,3.611888379,3.507561473,4.838495773,4.386367244,3.960499367,4.797291581,4.312538776,5.232330842,4.570464062,4.688145599,2.695784489,3.973458336,3.447464777,4.371090763,5.650755325,4.183933648,4.652270391,4.106683024,5.917967546,5.568757564,5.483754724,5.125573651,4.801238731,5.23016648,-1.119940956,4.166535991,5.670577086,5.246683693,4.83355374,5.530844141,3.433341497,4.108635234,3.438325926,4.031798391,3.594215959,4.407725949,4.234641601,4.470486326,4.702298456,3.759440411,3.758443694,4.800943473,4.732316195,3.916868649,4.066991415,4.480632151,4.303200808,5.521615386,3.995544069,4.325634531,4.721430178,4.351334334,4.91748652,4.339670174,4.170778144,4.545380488,4.501891695,4.769101036,4.978307807,4.713342761,3.782700262,5.187271049,4.530008521,4.929807499
FAGR_UCONN_22063,6.714141471,6.294437798,6.204272961,6.123348877,6.121059917,5.821167271,6.626372717,5.677054659,6.028484989,5.776841226,6.52623103,6.881994912,5.539444881,6.056936065,6.513923771,6.002054658,6.911563983,6.00730936,6.060599328,5.795491532,6.361274256,5.90298304,5.81820712,6.047871869,6.323847167,6.289411474,5.235808445,6.128932653,5.953359028,5.838478809,6.328102242,6.836974346,7.418980122,7.499170855,7.157184542,7.43639259,6.958524894,6.826388191,6.57747281,7.044571669,7.130805818,7.484279751,6.791427305,7.879252493,7.21259765,7.372179467,7.2279353,7.474110596,6.623294889,6.948185495,6.652499289,6.160573235,6.273207244,6.487497724,5.6633015,6.228843551,6.181638256,6.046602287,6.162261444,6.39750203,6.168100331,6.279891398,6.511159521,5.88340231,6.939540774,6.463913936
FAGR_UCONN_22087,6.48906861,6.848479225,6.691395345,6.160766148,5.923557216,6.781459918,7.128303504,6.561988828,6.613182996,6.320263195,6.972328876,7.177366057,6.038686316,6.391386314,6.688049423,6.304499863,5.976093545,6.485484213,6.291495724,5.697454157,5.68617808,6.051565873,5.163436288,6.600104651,6.634839899,6.685223802,7.296062527,6.684579645,6.134139199,5.519363364,6.412888639,5.195449103,7.349622684,7.179763539,7.469850379,7.001210417,7.350886876,6.11351998,6.861731572,7.043444067,7.205373059,7.102664267,7.032686627,6.578844703,7.125913349,6.562809709,6.333036907,6.958994509,6.583299818,6.615266133,6.560224899,6.775411334,6.386185809,6.347605357,5.949380683,6.461902265,6.191348553,6.623890979,6.126221423,6.550403641,6.507784441,6.467201437,7.235789084,6.091558115,6.6372929,6.2491408
FAGR_UCONN_22114,3.545920467,3.062951087,3.514927704,3.484137122,4.269177225,2.644254828,4.462789321,3.972821025,4.443297852,3.302598532,3.268133245,2.743345862,4.889169839,3.72541094,3.297465297,3.850468926,4.251416113,4.276909227,4.984706851,4.651564711,4.244726286,3.983610787,4.992970702,3.320471021,4.599369371,4.424283084,4.339311385,4.273896711,4.364857201,4.127553782,4.040452514,4.444784218,2.232070983,4.056786587,4.595771497,4.610874038,3.594215959,4.805939027,3.72661621,4.419245792,4.418673717,4.337289866,4.45869092,4.182675715,4.198794168,3.916868649,4.117417616,4.959067213,4.612302699,4.372304066,4.357483679,4.567147293,4.810501246,5.163095508,5.407483716,3.806948443,4.170778144,4.816571852,4.926419827,5.026098512,5.128109835,5.229007228,4.87414967,5.227617455,4.424052839,5.81673582
FAGR_UCONN_22116,7.12993953,5.626263905,5.880210936,6.932991178,7.516530096,6.618799068,6.502699777,7.019407858,7.028993912,7.821978669,7.039707554,5.813299855,6.761773621,6.879636776,6.115514118,6.849559945,7.688462096,6.611964216,7.213641109,6.808633091,7.958067342,7.965254017,7.49865621,7.358081102,7.168734008,7.404275793,6.842087424,6.74553905,7.103444044,7.653771478,7.388431106,5.739454645,5.424024843,6.5331411,6.027540903,6.187949847,6.284343456,7.143811877,5.931796266,6.842222554,6.871621417,6.052776734,6.363077515,6.921350793,6.904236997,6.433085571,6.492251155,6.787552716,6.215786723,7.014552653,6.071380265,6.514768665,6.718974884,6.516371469,7.746717926,6.794426899,6.827830133,7.0303815,6.992799951,7.09279967,7.73607539,7.653118618,6.556168197,7.74677749,6.89155572,7.621029589
FAGR_UCONN_22117,6.756916586,6.837912895,6.919400416,6.54727564,6.231024446,6.495531354,6.546349062,6.525873685,6.451003303,6.634202854,6.605356899,6.597437498,6.081119297,6.887217074,6.741999512,6.356365388,6.260546172,6.395045086,6.130037435,3.945190867,5.87571898,5.59926158,5.894699567,5.488579016,6.438960557,5.823976104,4.698713266,6.351145168,5.522668139,5.310891722,6.358874606,5.839493747,5.905986664,6.189295,6.055368967,5.747362127,6.304192347,6.193023311,6.058156143,6.21944282,6.29017523,6.048166648,5.679687399,6.384089774,6.245707671,6.25578227,6.222196814,6.343924904,5.368276568,6.308918908,6.299859297,6.089560344,6.666253722,6.097614428,5.800574575,6.047954446,5.709430929,6.139632858,6.127398167,6.125195769,6.263070143,6.016487762,5.916018861,5.835473554,6.19713868,6.103036122
